journal,url,publisher,date,issn
Journal of Addiction Medicine and Therapeutic Science,https://www.peertechzpublications.com/journals/journal-of-vaccines-and-immunology/home,Peertechz Publications,2022-08-12,2455-3484
Global Journal of Anesthesiology,https://www.peertechzpublications.com/journals/global-journal-of-allergy/home,Peertechz Publications,2022-08-12,2455-3476
Journal of Cardiovascular Medicine and Cardiology,https://www.peertechzpublications.com/journals/journal-of-novel-physiotherapy-and-physical-rehabilitation/home,Peertechz Publications,2022-08-12,2455-2976
Journal of Surgery and Surgical Research,https://www.peertechzpublications.com/journals/archives-of-community-medicine-and-public-health/home,Peertechz Publications,2022-08-12,2455-2968
Archives of Clinical Gastroenterology,https://www.peertechzpublications.com/journals/archives-of-depression-and-anxiety/home,Peertechz Publications,2022-08-12,2455-2283
Archives of Otolaryngology and Rhinology,https://www.peertechzpublications.com/journals/international-journal-of-vascular-surgery-and-medicine/home,Peertechz Publications,2022-08-12,2455-1759
Journal of Clinical Research and Ophthalmology,https://www.peertechzpublications.com/journals/journal-of-addiction-medicine-and-therapeutic-science/home,Peertechz Publications,2022-08-12,2455-1414
Journal of Dental Problems and Solutions,https://www.peertechzpublications.com/journals/global-journal-of-anesthesiology/home,Peertechz Publications,2022-08-12,2394-8418
Open Journal of Hepatology,https://www.peertechzpublications.com/journals/journal-of-cardiovascular-medicine-and-cardiology/home,Peertechz Publications,2022-08-12,NA
Archive of Biochemistry,https://www.peertechzpublications.com/journals/open-journal-of-hepatology/home,Peertechz Publications,2022-08-12,NA
Open Journal of Bioinformatics and Biostatistics,https://www.peertechzpublications.com/journals/journal-of-tobacco-stimulated-diseases/home,Peertechz Publications,2022-08-12,NA
Open Journal of Cell and Protein Science,https://www.peertechzpublications.com/journals/open-journal-of-pharmacology-and-pharmacotherapeutics/home,Peertechz Publications,2022-08-12,NA
Annals of Robotics and Automation,https://www.peertechzpublications.com/journals/international-journal-of-pharmaceutical-sciences-and-developmental-research/home,Peertechz Publications,2022-08-12,NA
Journal of Tobacco Stimulated Diseases,https://www.peertechzpublications.com/journals/annals-of-mathematics-and-physics/home,Peertechz Publications,2022-08-12,NA
International Journal of Agricultural Education and Extension,https://premierpublishers.orgijaee,Premier Publishers,2022-08-11,NA
International Journal of Agricultural Marketing                    (h-index 4),https://premierpublishers.orgijam,Premier Publishers,2022-08-11,NA
International Journal of Food and Nutrition Sciences,https://premierpublishers.orgijfns,Premier Publishers,2022-08-11,NA
International Journal of Forestry and Wood Science,https://premierpublishers.orgijfws,Premier Publishers,2022-08-11,NA
International Journal of Horticultural Science and Ornamental Plants,https://premierpublishers.orgijhsop,Premier Publishers,2022-08-11,NA
International Journal of Plant Breeding and Crop Science,https://premierpublishers.orgijpbcs,Premier Publishers,2022-08-11,NA
International Journal of Veterinary Science and Animal Husbandry,https://premierpublishers.orgijvsah,Premier Publishers,2022-08-11,NA
Journal of Agricultural Economics and Rural Development,https://premierpublishers.orgajaerd,Premier Publishers,2022-08-11,NA
Journal of Fisheries and Aquaculture Research,https://premierpublishers.orgjfar,Premier Publishers,2022-08-11,NA
World Research Journal of Agricultural Sciences,https://premierpublishers.orgwrjas,Premier Publishers,2022-08-11,NA
International Journal of Ecology and Development Research,https://premierpublishers.orgijedr,Premier Publishers,2022-08-11,NA
International Journal of Entomology and Nematology,https://premierpublishers.orgijen,Premier Publishers,2022-08-11,NA
International Research Journal of Biochemistry and Biotechnology,https://premierpublishers.orgirjbb,Premier Publishers,2022-08-11,NA
International Research Journal of Virology,https://premierpublishers.orgirjv,Premier Publishers,2022-08-11,NA
Journal of Plant and Animal Sciences,https://premierpublishers.orgjpas,Premier Publishers,2022-08-11,NA
World Journal of Cell Biology and Genetics,https://premierpublishers.orgwjcb,Premier Publishers,2022-08-11,NA
World Journal of Microbiology,https://premierpublishers.orgwjm,Premier Publishers,2022-08-11,NA
World Research Journal of Biology and Biological Sciences,https://premierpublishers.orgwrjbbs,Premier Publishers,2022-08-11,NA
International Journal of Biological Education,https://premierpublishers.orgijbe,Premier Publishers,2022-08-11,NA
International Journal of Chemistry Education,https://premierpublishers.orgijce,Premier Publishers,2022-08-11,NA
International Journal of Journalism and Mass Communication,https://premierpublishers.orgijjmc,Premier Publishers,2022-08-11,NA
"International Journal of Literature, Language and Linguistics",https://premierpublishers.orgijlll,Premier Publishers,2022-08-11,NA
International Journal of Physical Health Education,https://premierpublishers.orgijphe,Premier Publishers,2022-08-11,NA
International Research Journal of Curriculum and Pedagogy,https://premierpublishers.orgirjcp,Premier Publishers,2022-08-11,NA
International Research Journal of Music Education,https://premierpublishers.orgirjme,Premier Publishers,2022-08-11,NA
International Research Journal of Teacher Education,https://premierpublishers.orgirjte,Premier Publishers,2022-08-11,NA
"Journal of Humanities, Art and Design",https://premierpublishers.orgjhad,Premier Publishers,2022-08-11,NA
World Journal of Educational Research and Reviews,https://premierpublishers.orgwjer,Premier Publishers,2022-08-11,NA
World Journal of History and Culture,https://premierpublishers.orgwjhc,Premier Publishers,2022-08-11,NA
World Journal of Library and Information Science,https://premierpublishers.orgwjlis,Premier Publishers,2022-08-11,NA
International Journal of Safety and Industrial Ergonomics,https://premierpublishers.orgijsie,Premier Publishers,2022-08-11,NA
International Research Journal of Architecture and Planning,https://premierpublishers.orgirjap,Premier Publishers,2022-08-11,NA
International Research Journal of Electrical and Electronics Engineering,https://premierpublishers.orgirjeee,Premier Publishers,2022-08-11,NA
International Research Journal of Materials Science and Engineering,https://premierpublishers.orgirjmse,Premier Publishers,2022-08-11,NA
International Research Journal of Power and Energy Engineering,https://premierpublishers.orgirjpee,Premier Publishers,2022-08-11,NA
Journal of Agricultural and Biological Engineering,https://premierpublishers.orgjabe,Premier Publishers,2022-08-11,NA
"Journal of Oil, Gas and Coal Engineering",https://premierpublishers.orgjogce,Premier Publishers,2022-08-11,NA
Research Journal of Chemical Engineering and Processing,https://premierpublishers.orgrjcep,Premier Publishers,2022-08-11,NA
World Journal of Civil Engineering and Construction Technology,https://premierpublishers.orgwjcect,Premier Publishers,2022-08-11,NA
World Journal of Mechanical Engineering,https://premierpublishers.orgijme,Premier Publishers,2022-08-11,NA
Journal of Environment and Waste Management,https://premierpublishers.orgjewm,Premier Publishers,2022-08-11,NA
Global Journal of Nuclear Medicine and Biology,https://premierpublishers.orggjnmb,Premier Publishers,2022-08-11,NA
International Journal of Cardiology and Cardiovascular Research,https://premierpublishers.orgijccr,Premier Publishers,2022-08-11,NA
International Journal of Gynaecology and Obstetrics Research,https://premierpublishers.orgijgor,Premier Publishers,2022-08-11,NA
International Journal of Public Health and Epidemiology Research,https://premierpublishers.orgijpher,Premier Publishers,2022-08-11,NA
International Journal of Toxicology and Environmental Health,https://premierpublishers.orgijteh,Premier Publishers,2022-08-11,NA
International Research Journal of Dentistry,https://premierpublishers.orgirjd,Premier Publishers,2022-08-11,NA
International Research Journal of Emergency Medicine,https://premierpublishers.orgirjem,Premier Publishers,2022-08-11,NA
International Research Journal of Psychiatric and Mental Health,https://premierpublishers.orgirjpmh,Premier Publishers,2022-08-11,NA
International Research Journal of Surgery,https://premierpublishers.orgirjs,Premier Publishers,2022-08-11,NA
Journal of Cancer and Clinical Oncology,https://premierpublishers.orgjcco,Premier Publishers,2022-08-11,NA
"Journal of Dermatology, Venereology and Leprology",https://premierpublishers.orgjdvl,Premier Publishers,2022-08-11,NA
Journal of Diseases and Disorders,https://premierpublishers.orgjdd,Premier Publishers,2022-08-11,NA
Journal of Nursing and Midwifery,https://premierpublishers.orgjnm,Premier Publishers,2022-08-11,NA
Journal of Pathology and Laboratory Medicine,https://premierpublishers.orgjplm,Premier Publishers,2022-08-11,NA
Journal of Urology and Nephrology Research,https://premierpublishers.orgjunr,Premier Publishers,2022-08-11,NA
Medicine and Medical Sciences,https://premierpublishers.orgmms,Premier Publishers,2022-08-11,NA
World Journal of Internal Medicine,https://premierpublishers.orgwjim,Premier Publishers,2022-08-11,NA
Frontiers in Medicinal Chemistry and Drug Discovery,https://premierpublishers.orgfmcd,Premier Publishers,2022-08-11,NA
International Journal of Ethnopharmacology,https://premierpublishers.orgije,Premier Publishers,2022-08-11,NA
"International Journal of Herbs, Spices and Medicinal Plants",https://premierpublishers.orgijhsmp,Premier Publishers,2022-08-11,NA
International Journal of Pharmacognosy and Phytotherapy Research,https://premierpublishers.orgijppr,Premier Publishers,2022-08-11,NA
World Journal of Pharmacy and Pharmacology,https://premierpublishers.orgwjpp,Premier Publishers,2022-08-11,NA
International Journal of Geology and Mining,https://premierpublishers.orgijgm,Premier Publishers,2022-08-11,NA
International Journal of Statistics and Mathematics IF 2015: 4.232,https://premierpublishers.orgijsm,Premier Publishers,2022-08-11,NA
International Research Journal of Chemistry and Chemical Sciences,https://premierpublishers.orgirjc,Premier Publishers,2022-08-11,NA
International Research Journal of Nanoscience and Nanotechnology,https://premierpublishers.orgirjnn,Premier Publishers,2022-08-11,NA
International Research Journal of Telecommunications and Information Technology,https://premierpublishers.orgirjtit,Premier Publishers,2022-08-11,NA
Journal of Computer Science and Security,https://premierpublishers.orgjcss,Premier Publishers,2022-08-11,NA
Journal of Physics and Astronomy Research,https://premierpublishers.orgjpar,Premier Publishers,2022-08-11,NA
Global Journal of Management and Business,https://premierpublishers.orggjmb,Premier Publishers,2022-08-11,NA
International Journal of Banking and Financial Law,https://premierpublishers.orgijbfl,Premier Publishers,2022-08-11,NA
International Journal of Geography and Regional Planning,https://premierpublishers.orgijgrp,Premier Publishers,2022-08-11,NA
International Journal of Public Administration and Policy Research,https://premierpublishers.orgijpapr,Premier Publishers,2022-08-11,NA
"Journal of Accounting, Auditing and Taxation",https://premierpublishers.orgjaat,Premier Publishers,2022-08-11,NA
"Journal of Political Science, Public and International Affairs",https://premierpublishers.orgjpspia,Premier Publishers,2022-08-11,NA
World Journal of Economics and Finance,https://premierpublishers.orgwjef,Premier Publishers,2022-08-11,NA
World Journal of Sociology and Anthropology,https://premierpublishers.orgwjsa,Premier Publishers,2022-08-11,NA
Journal of Addiction and Clinical Research,"NAhttps://www.pulsus.com/journal-addiction-clinical-research.html",Pulsus Group,2022-08-11,NA
Journal of Aquaculture and Fisheries Management,"NAhttps://www.pulsus.com/journal-aquaculture-fisheries-management.html",Pulsus Group,2022-08-11,NA
Journal of Animal Genetics Research,"NAhttps://www.pulsus.com/journal-animal-genetics-research.html",Pulsus Group,2022-08-11,NA
Journal of Agriculture,"NAhttps://www.pulsus.com/journal-agriculture.html",Pulsus Group,2022-08-11,NA
Applied Food Science Journal,"NAhttps://www.pulsus.com/applied-food-science-journal.html",Pulsus Group,2022-08-11,NA
Anesthesiology Case Reports,"NAhttps://www.pulsus.com/anesthesiology-case-reports.html",Pulsus Group,2022-08-11,NA
Journal of Blood Disorders and Treatment,"NAhttps://www.pulsus.com/journal-blood-disorders-treatment.html",Pulsus Group,2022-08-11,NA
Journal of Behavioral Neuroscience,"NAhttps://www.pulsus.com/journal-behavioral-neuroscience.html",Pulsus Group,2022-08-11,NA
Journal of Biomolecules and Biochemistry,"NAhttps://www.pulsus.com/journal-biomolecules-biochemistry.html",Pulsus Group,2022-08-11,NA
Biomedical Engineering: Current Research,"NAhttps://www.pulsus.com/biomedical-engineering.html",Pulsus Group,2022-08-11,NA
Current Research: Cardiology,"NAhttps://www.pulsus.com/current-research-cardiology.html",Pulsus Group,2022-08-11,NA
Current Research: Integrative Medicine,"NAhttps://www.pulsus.com/current-research-integrative-medicine.html",Pulsus Group,2022-08-11,NA
Journal of Cancer & Metastasis Research,"NAhttps://www.pulsus.com/journal-cancer-metastasis-research.html",Pulsus Group,2022-08-11,NA
Journal of Clinical Biochemistry,"NAhttps://www.pulsus.com/journal-clinical-biochemistry.html",Pulsus Group,2022-08-11,NA
Clinical Nephrology and Research,"NAhttps://www.pulsus.com/clinical-nephrology-research.html",Pulsus Group,2022-08-11,NA
Clinical Cardiology Journal,"NAhttps://www.pulsus.com/clinical-cardiology-journal.html",Pulsus Group,2022-08-11,NA
Journal of Child Psychology,"NAhttps://www.pulsus.com/journal-child-psychology.html",Pulsus Group,2022-08-11,NA
Journal of Clinical Psychiatry and Neuroscience,"NAhttps://www.pulsus.com/journal-clinical-psychiatry-neuroscience.html",Pulsus Group,2022-08-11,NA
Journal of Clinical Psychology and Cognitive Science,"NAhttps://www.pulsus.com/journal-clinical-psychology-cognitive-science.html",Pulsus Group,2022-08-11,NA
Clinical Pharmacology and Toxicology Research,"NAhttps://www.pulsus.com/clinical-pharmacology-toxicology-research.html",Pulsus Group,2022-08-11,NA
Journal of Child and Adolescent Psychiatry,"NAhttps://www.pulsus.com/journal-child-adolescent-psychiatry.html",Pulsus Group,2022-08-11,NA
Journal of Clinical Microbiology and Infectious Diseases,"NAhttps://www.pulsus.com/journal-clinical-microbiology-infectious-diseases.html",Pulsus Group,2022-08-11,NA
Journal of Clinical Diagnosis and Treatment,"NAhttps://www.pulsus.com/journal-clinical-diagnosis-and-treatment.html",Pulsus Group,2022-08-11,NA
Chest and Lung Research,"NAhttps://www.pulsus.com/chest-lung-research.html",Pulsus Group,2022-08-11,NA
Journal of Clinical Genetics and Genomics,"NAhttps://www.pulsus.com/journal-clinical-genetics-genomics.html",Pulsus Group,2022-08-11,NA
Dentistry: Case Report,"NAhttps://www.pulsus.com/dentistry-case-report.html",Pulsus Group,2022-08-11,NA
Journal of Drugs and Ecotoxicology,"NAhttps://www.pulsus.com/journal-drugs-ecotoxicology.html",Pulsus Group,2022-08-11,NA
Journal of Environmental Chemistry and Toxicology,"NAhttps://www.pulsus.com/journal-environmental-chemistry-toxicology.html",Pulsus Group,2022-08-11,NA
Journal of Environmental Geology,"NAhttps://www.pulsus.com/journal-environmental-geology.html",Pulsus Group,2022-08-11,NA
Journal of Endocrine Disorders & Surgery,"NAhttps://www.pulsus.com/journal-endocrine-disorders-surgery.html",Pulsus Group,2022-08-11,NA
Journal of Environmental Microbiology,"NAhttps://www.pulsus.com/journal-environmental-microbiology.html",Pulsus Group,2022-08-11,NA
Journal of Emerging Diseases and Preventive Medicine,"NAhttps://www.pulsus.com/journal-emerging-diseases-preventive-medicine.html",Pulsus Group,2022-08-11,NA
Journal of Experimental and Clinical Microbiology,"NAhttps://www.pulsus.com/journal-experimental-clinical-microbiology.html",Pulsus Group,2022-08-11,NA
Journal of Food and Clinical Nutrition,"NAhttps://www.pulsus.com/journal-food-clinical-nutrition.html",Pulsus Group,2022-08-11,NA
Journal of Food and Drug Research,"NAhttps://www.pulsus.com/journal-food-drug-research.html",Pulsus Group,2022-08-11,NA
General Surgery: Open Access,"NAhttps://www.pulsus.com/general-surgery.html",Pulsus Group,2022-08-11,NA
Journal of Genetic Disorders and Genetic Medicine,"NAhttps://www.pulsus.com/journal-genetic-disorders-genetic-medicine.html",Pulsus Group,2022-08-11,NA
Journal of Hematology and Clinical Therapeutics,"NAhttps://www.pulsus.com/journal-hematology-clinical-therapeutics.html",Pulsus Group,2022-08-11,NA
Journal of Hepato-Gastroenterology,"NAhttps://www.pulsus.com/journal-hepatogastroenterology.html",Pulsus Group,2022-08-11,NA
Journal of Heart Research,"NAhttps://www.pulsus.com/journal-heart-research.html",Pulsus Group,2022-08-11,NA
Journal of Health Policy and Management,"NAhttps://www.pulsus.com/journal-health-policy-management.html",Pulsus Group,2022-08-11,NA
Histology and Histopathology Research,"NAhttps://www.pulsus.com/histology-histopathology-research.html",Pulsus Group,2022-08-11,NA
International Journal of Anatomical Variations,"NAhttps://www.pulsus.com/international-journal-anatomical-variations.html",Pulsus Group,2022-08-11,NA
Journal of Immune Disorders & Therapy,"NAhttps://www.pulsus.com/journal-immune-disorders-therapy.html",Pulsus Group,2022-08-11,NA
International Journal of HIV and AIDS Research,"NAhttps://www.pulsus.com/international-journal-hiv-aids-research.html",Pulsus Group,2022-08-11,NA
Journal of Kidney Treatment and Diagnosis,"NAhttps://www.pulsus.com/journal-kidney-treatment-diagnosis.html",Pulsus Group,2022-08-11,NA
Journal of Modern and Applied Physics,"NAhttps://www.pulsus.com/journal-modern-applied-physics.html",Pulsus Group,2022-08-11,NA
Journal of Microbiology and Biotechnology Reports,"NAhttps://www.pulsus.com/journal-microbiology-biotechnology-reports.html",Pulsus Group,2022-08-11,NA
Journal of Materials Engineering and Applications,"NAhttps://www.pulsus.com/journal-material-science-engineering-applications.html",Pulsus Group,2022-08-11,NA
Journal of Molecular Cancer,"NAhttps://www.pulsus.com/journal-molecular-cancer.html",Pulsus Group,2022-08-11,NA
Medical Toxicology: Current Research,"NAhttps://www.pulsus.com/medical-toxicology.html",Pulsus Group,2022-08-11,NA
Nanotechnology Letters,"NAhttps://www.pulsus.com/nanotechnology-letters.html",Pulsus Group,2022-08-11,NA
Neurodevelopmental Disorders and Treatment,"NAhttps://www.pulsus.com/journal-neurodevelopmental-disorders-treatment.html",Pulsus Group,2022-08-11,NA
Journal of Neurology and Clinical Neuroscience,"NAhttps://www.pulsus.com/journal-neurology-clinical-neuroscience.html",Pulsus Group,2022-08-11,NA
Journal of Nursing Research and Practice,"NAhttps://www.pulsus.com/journal-nursing-research-practice.html",Pulsus Group,2022-08-11,NA
Journal of Nanoscience and Nanomedicine,"NAhttps://www.pulsus.com/journal-nanoscience-nanomedicine.html",Pulsus Group,2022-08-11,NA
Journal of Neuropathology,"NAhttps://www.pulsus.com/journal-neuropathology.html",Pulsus Group,2022-08-11,NA
Journal of Phlebology and Lymphology,"NAhttps://www.pulsus.com/journal-phlebology-lymphology.html",Pulsus Group,2022-08-11,NA
Journal of Pure and Applied Mathematics,"NAhttps://www.pulsus.com/journal-pure-applied-mathematics.html",Pulsus Group,2022-08-11,NA
Journal of Pulmonology,"NAhttps://www.pulsus.com/journal-pulmonology.html",Pulsus Group,2022-08-11,NA
Journal of Pediatric Health Care and Medicine,"NAhttps://www.pulsus.com/journal-pediatric-health-care-medicine.html",Pulsus Group,2022-08-11,NA
Journal of Pharmacology and Medicinal Chemistry,"NAhttps://www.pulsus.com/journal-pharmacology-medicinal-chemistry.html",Pulsus Group,2022-08-11,NA
Journal of Pharmacology Research,"NAhttps://www.pulsus.com/journal-pharmacology-research.html",Pulsus Group,2022-08-11,NA
Pulsus Journal of Surgical Research,"NAhttps://www.pulsus.com/pulsus-journal-surgical-research.html",Pulsus Group,2022-08-11,NA
Journal of Pharmaceutical Chemistry and Pharmacology,"NAhttps://www.pulsus.com/journal-pharmaceutical-chemistry-pharmacology.html",Pulsus Group,2022-08-11,NA
Psychiatry and Mental Health Research,"NAhttps://www.pulsus.com/psychiatry-mental-health-research.html",Pulsus Group,2022-08-11,NA
Journal of Pathobiology and Physiology,"NAhttps://www.pulsus.com/journal-pathobiology-physiology.html",Pulsus Group,2022-08-11,NA
Journal of Plant Biology and Agriculture Sciences,"NAhttps://www.pulsus.com/journal-plant-biology-agriculture-sciences.html",Pulsus Group,2022-08-11,NA
Pediatric Urology Case Reports,"NAhttps://www.pediatricurologycasereports.com/",Pulsus Group,2022-08-11,NA
Journal of Reproductive Biology and Endocrinology,"NAhttps://www.pulsus.com/journal-reproductive-biology-endocrinology.html",Pulsus Group,2022-08-11,NA
Journal of Sexual & Reproductive Medicine,"NAhttps://www.pulsus.com/sexual-reproductive-medicine.html",Pulsus Group,2022-08-11,NA
Surgery: Case Report,"NAhttps://www.pulsus.com/surgery-case-report.html",Pulsus Group,2022-08-11,NA
Journal of Skin,"NAhttps://www.pulsus.com/journal-skin.html",Pulsus Group,2022-08-11,NA
The Neurosurgery Journal,"NAhttps://www.pulsus.com/the-neurosurgery-journal.html",Pulsus Group,2022-08-11,NA
The Ophthalmologist: Clinical and Therapeutic Journal,"NAhttps://www.pulsus.com/ophthalmologist-clinical-therapeutic-journal.html",Pulsus Group,2022-08-11,NA
Journal of Veterinary Research and Medicine,"NAhttps://www.pulsus.com/journal-veterinary-research-medicine.html",Pulsus Group,2022-08-11,NA
SAJ Case Reports (SAJCR),"NAhttp://www.scholarena.com/journals/saj-case-reports/jhome.php",Scholarena,2022-08-11,NA
SAJ Biotechnology (SAJB),"NAhttp://www.scholarena.com/journals/saj-biotechnology/jhome.php",Scholarena,2022-08-11,NA
SAJ Cancer Science (SAJCS),"NAhttp://www.scholarena.com/journals/saj-cancer-science/jhome.php",Scholarena,2022-08-11,NA
SAJ Pharmacy and Pharmacology (SAJPP),"NAhttp://www.scholarena.com/journals/saj-pharmacy-and-pharmacology/jhome.php",Scholarena,2022-08-11,NA
Journal of Nutrition and Obesity (JNO),"NAhttp://www.scholarena.com/journals/journal-of-nutrition-and-obesity/jhome.php",Scholarena,2022-08-11,NA
Journal of Forensic and Crime Studies (JFCS),"NAhttp://www.scholarena.com/journals/journal-of-forensic-and-crime-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Human Genetics and Genomic Medicine (JHGGM),"NAhttp://www.scholarena.com/journals/journal-of-human-genetics-and-genomic-medicine/jhome.php",Scholarena,2022-08-11,NA
Journal of Cardiac Disorders and Therapy (JCDT),"NAhttp://www.scholarena.com/journals/journal-of-cardiac-disorders-and-therapy/jhome.php",Scholarena,2022-08-11,NA
Journal of Neuroscience and Neuropsychology (JNN),"NAhttp://www.scholarena.com/journals/journal-of-neuroscience-and-neuropsychology/jhome.php",Scholarena,2022-08-11,NA
Journal of Nanoscience and Nanotechnology Applications (JNNA),"NAhttp://www.scholarena.com/journals/journal-of-nanoscience-and-nanotechnology-applications/jhome.php",Scholarena,2022-08-11,NA
Journal of Infectious Diseases and Pathogenesis (JIDP),"NAhttp://www.scholarena.com/journals/journal-of-infectious-diseases-and-pathogenesis/jhome.php",Scholarena,2022-08-11,NA
Journal of Pediatric Disorders and Neonatal Care (JPDNC),"NAhttp://www.scholarena.com/journals/journal-of-pediatric-disorders-and-neonatal-care/jhome.php",Scholarena,2022-08-11,NA
Journal of Gastroenterology and Metabolism (JGM),"NAhttp://www.scholarena.com/journals/journal-of-gastroenterology-and-metabolism/jhome.php",Scholarena,2022-08-11,NA
Journal of Oral Health and Dental Science (JOHDS),"NAhttp://www.scholarena.com/journals/journal-of-oral-health-and-dental-science/jhome.php",Scholarena,2022-08-11,NA
Journal of Hormonal Disorders and Endocrine Research (JHDER),"NAhttp://www.scholarena.com/journals/journal-of-hormonal-disorders-and-endocrine-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Biomedical Studies (JBS),"NAhttp://www.scholarena.com/journals/journal-of-biomedical-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Pancreas and Advanced Research (JPAR),"NAhttp://www.scholarena.com/journals/journal-of-pancreas-and-advanced-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Ophthalmology and Eye Infections (JOEI),"NAhttp://www.scholarena.com/journals/journal-of-ophthalmology-and-eye-infections/jhome.php",Scholarena,2022-08-11,NA
Journal of Diabetic Complications and Research (JDCR),"NAhttp://www.scholarena.com/journals/journal-of-diabetic-complicatons-and-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Pulmonology and Respiratory Disorders (JPRD),"NAhttp://www.scholarena.com/journals/journal-of-pulmonology-and-respiratory-disorders/jhome.php",Scholarena,2022-08-11,NA
Journal of Aging Research and Gerontology Studies (JARGS),"NAhttp://www.scholarena.com/journals/journal-of-aging-research-and-gerontology-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Spine and Neurological Disorders (JSND),"NAhttp://www.scholarena.com/journals/journal-of-spine-and-neurological-disorders/jhome.php",Scholarena,2022-08-11,NA
Journal of Parkinsonism and Research (JPR),"NAhttp://www.scholarena.com/journals/journal-of-parkinsonism-and-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Neurodegenerative Diseases and Treatment (JNDT),"NAhttp://www.scholarena.com/journals/journal-of-neurodegenerative-diseases-and-treatment/jhome.php",Scholarena,2022-08-11,NA
Journal of Psychology and Neuropsychiatry Studies (JPNS),"NAhttp://www.scholarena.com/journals/journal-of-psychology-and-neuropsychiatry-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Dermatology and Skin Care (JDSC),"NAhttp://www.scholarena.com/journals/journal-of-dermatology-and-skin-care/jhome.php",Scholarena,2022-08-11,NA
Journal of Physiatry and Rehabilitation Studies (JPRS),"NAhttp://www.scholarena.com/journals/journal-of-physiatry-and-rehabilitation-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Palliative and Medical Care (JPMC),"NAhttp://www.scholarena.com/journals/journal-of-palliative-and-medical-care/jhome.php",Scholarena,2022-08-11,NA
Journal of Bioanalytical Techniques and Studies (JBTS),"NAhttp://www.scholarena.com/journals/journal-of-bioanalytical-techniques-and-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Medicinal Chemistry and Drug Designing (JMCDD),"NAhttp://www.scholarena.com/journals/journal-of-medicinal-chemistry-and-drug-designing/jhome.php",Scholarena,2022-08-11,NA
Journal of Vaccine Research (JVR),"NAhttp://www.scholarena.com/journals/journal-of-vaccine-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Clinical Trials and Reports (JCTR),"NAhttp://www.scholarena.com/journals/journal-of-clinical-trials-and-reports/jhome.php",Scholarena,2022-08-11,NA
Journal of Environmental Toxicology and Analytical Research (JETAR),"NAhttp://www.scholarena.com/journals/journal-of-environmental-toxicology-and-analytical-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Otolaryngology Research (JOR),"NAhttp://www.scholarena.com/journals/journal-of-otolaryngology-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Rheumatology and Arthritis Research (JRAR),"NAhttp://www.scholarena.com/journals/journal-of-rheumatology-and-arthritis-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Addiction Research and Preventive Medicine (JARPM),"NAhttp://www.scholarena.com/journals/journal-of-addiction-research-and-preventive-medicine/jhome.php",Scholarena,2022-08-11,NA
Journal of Ergonomics Studies and Research (JESR),"NAhttp://www.scholarena.com/journals/journal-of-ergonomics-studies-and-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Medicinal Research and Biological Studies (JMRBS),"NAhttp://www.scholarena.com/journals/journal-of-medicinal-research-and-biological-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Nephrology and Renal Disorders (JNRD),"NAhttp://www.scholarena.com/journals/journal-of-nephrology-and-renal-disorders/jhome.php",Scholarena,2022-08-11,NA
Journal of Emergency Medical Care (JEMC),"NAhttp://www.scholarena.com/journals/journal-of-emergency-medical-care/jhome.php",Scholarena,2022-08-11,NA
Journal of Psychiatry Studies (JPS),"NAhttp://www.scholarena.com/journals/journal-of-psychiatry-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Human Health Research (JHHR),"NAhttp://www.scholarena.com/journals/journal-of-human-health-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Waste Resources and Reprocessing (JWRAR),"NAhttp://www.scholarena.com/journals/journal-of-waste-resources-and-reprocessing/jhome.php",Scholarena,2022-08-11,NA
Journal of Blood Pressure and Hypertension (JBPH),"NAhttp://www.scholarena.com/journals/journal-of-blood-pressure-and-hypertension/jhome.php",Scholarena,2022-08-11,NA
Journal of Nursing and Healthcare Management (JNHM),"NAhttp://www.scholarena.com/journals/journal-of-nursing-and-healthcare-management/jhome.php",Scholarena,2022-08-11,NA
Journal of Orthopaedics and Bone Research (JOBR),"NAhttp://www.scholarena.com/journals/journal-of-orthopaedics-and-bone-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Neonatal Studies (JNS),"NAhttp://www.scholarena.com/journals/journal-of-neonatal-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Genetic and Hereditary Case Studies (JGHCS),"NAhttp://www.scholarena.com/journals/journal-of-genetic-and-hereditary-case-studies/jhome.php",Scholarena,2022-08-11,NA
Journal of Virology and Pathogens (JVP),"NAhttp://www.scholarena.com/journals/journal-of-virology-and-pathogens/jhome.php",Scholarena,2022-08-11,NA
