"doaj_publishers","Freq"
"Unit Publikasi Ilmiah",1
"Unissula Press",1
"UNISCI",1
"Unisa Press",1
"Unipress Padova",1
"UniorPress",1
"Union University, Faculty of Law, Belgrade ",1
"Union of Textile Engineers and Technicians of Serbia, Belgrade",1
"Union of Scientists in Bulgaria",1
"Union of Scientists - Stara Zagora",1
"Union of Associations of Geodetic Professionals in Bosnia and Herzegovina",1
"Unión Matemática Argentina",1
"Unimus press",1
"UniEVANGÉLICA",1
"UniEVANGELICA",1
"UniCEUB",1
"UNICAPRESS ",1
"UNICAMP",1
"União da Geomorfologia Brasileira",1
"UNIABEU",1
"Uniabeu",1
"Uni-FACEF Centro Universitário de Franca",1
"UNESP",1
"UNEB",1
"UNATC Press",1
"UNAD",1
"UMR ESPACE et UMR LISST",1
"UMR Dridura",1
"UMR 5136- France, Amériques, Espagne – Sociétés, Pouvoirs, Acteurs (FRAMESPA)",1
"UMR 245 - CESSMA",1
"UMR 1563 « Ambiances Architectures Urbanités »",1
"UMP Publisher",1
"ÜMIT MUHAMMET KOÇYIGIT",1
"Ümit Hacioglu",1
"ümit dogan üstün",1
"Umeå University",1
"Uman National University of Horticulture",1
"Uluslararasi Türk Lehçe Arastirmalari Dergisi",1
"Uluslararasi Iktisadi ve Idari Incelemeler Dergisi",1
"Uluslararasi Egitim Arastirmacilari Dergisi",1
"Uluslararasi Dil, Edebiyat ve Kültür Arastirmalari Dergisi",1
"ULUM: Journal of Religious Inquiries",1
"Ukrmedknyha",1
"Ukrainian State Geological Research Institute (UkrSGRI)",1
"Ukrainian National Forestry University ",1
"Ukrainian National Forestry University",1
"Ukrainian Military Medical Academy",1
"Ukrainian Medical Stomatological  Academy",1
"Ukrainian Institute for Plant Variety Examination",1
"Ukrainian Center for Cultural Studies",1
"Ukrainian Academy of Printing",1
"UKM Press",1
"UiTM Publisher",1
"UINSU Press",1
"UIN Walisongo",1
"UIN Sunan Gunung Djati",1
"UIN Sumatera Utara Medan",1
"UIN Raden Intan Lampung",1
"UIN Press",1
"UIN Maulana Malik Ibrahim Malang",1
"UIN Ar-Raniry",1
"UIN Antasari Banjarmasin, South Kalimantan",1
"UIN Antasari Banjarmasin",1
"UID",1
"UFTM",1
"UFRGS (Ferderal University of Rio Grande do Sul)",1
"UFPR",1
"UFPI",1
"UFMG",1
"ufersa",1
"UFBA",1
"Ufa State Academy of Arts named after Zagir Ismagilov",1
"UCR",1
"UCLA Statistics",1
"UACES",1
"Tyumen Scientific Centre SB RA",1
"Tyumen Advanced Training Institute of the Ministry of the Interior of the Russian Federation",1
"Työelämän tutkimusyhdistys ry",1
"Tydskrif vir Letterkunde Association",1
"Tver State University",1
"Tuwhera Open Access Publisher",1
"Tutor Treinamento e Desenvolvimento",1
"Tutad",1
"Turun korkeakoulujen yhteiskunnallistaloudellinen tutkimusyhdistys",1
"Türkiye Okul Öncesi Egitimini Gelistirme Dernegi",1
"Türkiye Din Egitimi Arastirmalari",1
"Turkish Sports Medicine Association",1
"Turkish Society of Public Health Specialists",1
"Turkish Society of Cerebrovascular Diseases",1
"Turkish Society of Automotive Engineers",1
"Turkish Science and Technology Publishing (TURSTEP)",1
"Turkish Online Journal of Qualitative Inquiry (TOJQI)",1
"Turkish Journal of Kinesiology",1
"Turkish Journal of Giftedness and Education ",1
"Turkish Journal of Education",1
"Turkish Journal of Agricultural and Natural Sciences",1
"Turkish History Education Journal",1
"Turkish Foundation of Family Medicine",1
"Turkish Bioethics Association  ",1
"Türk Kütüphaneciler Dernegi (Turkish Librarians' Association)",1
"Turismo de Galicia-S.A. de Xestión do Plan Xacobeo",1
"Tunisian Association of Anthropology",1
"Tüm Bilim Insanlari ve Akademisyenler Dernegi",1
"TUBITAK",1
"Tübingen University",1
"TU Wien, Institute of Management Science, IFM - Real Estate and Facility Management",1
"TU Darmstadt",1
"Tsunami Society International",1
"Trunojoyo University of Madura",1
"Tripoli University",1
"tripleC",1
"Tripal Publishing House",1
"Tribunal Supremo de Elecciones",1
"Tribunal de Justiça do Tocantins",1
"Tribunal de Justiça do Distrito Federal e dos Territórios",1
"Tribunal de Contas do Estado do Ceará",1
"Tribhuvan University, Institute of Agriculture and Animal Science, Prithu Technical College",1
"Tribhuvan University",1
"Trento Student Law Review Association",1
"Trencianska univerzita Alexandra Dubceka v Trencíne, Fakulta zdravotníctva",1
"Transylvanian Association for Romanian Literature and Culture of Romanian People (ASTRA), Nasaud Department, Salva Circle",1
"transLogos: Translation Studies Journal",1
"Transilvania University Press",1
"Transilvania University of Brasov Publishing House",1
"Transcript",1
"Transbaikal State University",1
"Trakia University. Faculty of Agriculture, Stara Zagora",1
"Trade Union",1
"Trade Co-operative University of Moldova Publishing House",1
"Trabzon University",1
"Towarzystwo Wiedzy Obronnej",1
"Towarzystwo Pomocy Doraznej",1
"Towarzystwo Naukowe w Toruniu",1
"Towarzystwo Naukowe Katolickiego Uniwersytetu Lubelskiego Jana Pawla II",1
"Towarzystwo Nauki i Kultury Libra",1
"TOV Chetverta Khvylia",1
"Tourism, Culture and Territory Research Group",1
"Tourism Marketing Management Study Program",1
"Touch Medical Media",1
"Ton Duc Thang University",1
"Tomsk National Research Medical Center of the Russian Academy of Sciences",1
"TOFIQ",1
"Tobacco Control and Public Health in Eastern Europe",1
"Tikrit University",1
"Tidsskriftet Fønix",1
"Tidar University",1
"Tianjin Huanhu Hospital",1
"Thünen-Institute of Organic Farming",1
"THOT Publishing House",1
"Thomas A. Lyson Center for Civic Agriculture and Food Systems",1
"THK",1
"This Rough Magic",1
"Third Party Medicine International Publishing Group Co. Limited ",1
"Third Department of Cardiology, Athens University School of Medicine",1
"Thieme Revinter Publicações",1
"Theological Institute of the Evangelical Lutheran Church of Ingria (Saint-Petersburg, Russia),",1
"TheATLAS Publishing",1
"The Wine Business Institute at Sonoma State University",1
"The V.M. Gorbatov All-Russian Meat Research  Institute",1
"The University of Southern Mississippi",1
"The University of Notre Dame Australia",1
"The United Institute of Informatics Problems of the National Academy of Sciences of Belarus ",1
"the Union of Arab Universities",1
"The State Expert Center of the Ministry of Health of Ukraine",1
"The Southern African Institute of Mining and Metallurgy",1
"The Society for Children with Metabolic Disorders",1
"The Serbian Society of Subject Didacticians",1
"The Royal Thai College of Obstetricians and Gynaecologists",1
"The Romanian Association for Baltic and Nordic Studies",1
"The Registrar, Dev Sanskriti Vishwavidyalaya",1
"The Prompt Journal",1
"The Prognostics and Health Management Society",1
"The Pontifical University of John Paul II in Krakow Press",1
"The Pontifical University of John Paul II in Krakow",1
"The Polanyi Society",1
"The Partnership",1
"The Open University",1
"The Oceanography Society",1
"The National Institute of Standards and Technology",1
"The National Institute of Environmental Health Sciences (NIEHS)",1
"The Natal Society Foundation",1
"The MayDay Group",1
"The Management Institute, Faculty of Economics, Universitas Andalas",1
"The Learned Press",1
"The Korean Surgical Ultrasound Society",1
"The Korean Society of Radiology",1
"The Korean Society of Pediatric Hematology-Oncology",1
"The Korean Society of Ocean Engineers",1
"The Korean Society of Nephrology",1
"The Korean Society of Mycology",1
"The Korean Society of Lipid and Atherosclerosis",1
"The Korean Society of Exercise Physiology",1
"The Korean Society of Dental Hygiene Science",1
"The Korean Society of Animal Reproduction and Biotechnology",1
"The Korean Society for Clinical Laboratory Science",1
"The Korean Pediatric Society",1
"The Korean Neurosurgical Society",1
"The Korean Neurocritical Care Society",1
"The Korean Association of Internal Medicine",1
"The Korean Academy of Tuberculosis and Respiratory Diseases",1
"The Korean Academy of Family Medine",1
"The Kettil Bruun Society for Social and Epidemiological Research on Alcohol",1
"The Kandy Society of Medicine",1
"The Journal of Infection in Developing Countries",1
"The Journal for Undergraduate Ethnography",1
"The Japanese Society for Spine Surgery and Related Research",1
"The Japan Society of Vacuum and Surface Science",1
"The Japan Society of Coloproctology",1
"The Irish Association for Applied Linguistics",1
"The Institute of Islamic Art Studies",1
"The Institute of Aviation",1
"The Institute for the Promotion of Teaching Science and Technology (IPST), Ministry of Education",1
"The Icelandic Medical Association",1
"The Graduate School of Antasari State Islamic University of Banjarmasin",1
"The Graduate Center, The City University of New York",1
"The Global Institute for Japanese Studies, Korea University",1
"The General Union of Arab Archaeologists",1
"The Fund for Promotion of Internet media, IT education, human development «League Internet Media»",1
"The Finnish Society of Built Environment Research",1
"The Electronic Text Centre",1
"The Egyptian Society of Genetics",1
"The Dougmar Publishing Group",1
"The Cultural Landscape Commission of the Polish Geographical Society ",1
"The Critical Institute",1
"The Company of Biologists",1
"The College of Surgeons of Sri Lanka",1
"The Center of Educational Literature, LTD",1
"The Canadian Network for Innovation in Education (CNIE)",1
"The British Blockchain Association",1
"The Body of Expert and Licensed Accountants of Romania ",1
"The Biophysical Society of Japan",1
"The Beryl Institute",1
"The Association of Otolaryngologists of India, West Bengal",1
"The Association of Intellectuals for the  development of Science in Serbia - ""The Serbian Academic Center""",1
"The Association for Canadian Jewish Studies/York University Libraries",1
"The Army Press",1
"The Ames Foundation at the Harvard Law School",1
"The American Phytopathological Society",1
"The American Association of Immunologists",1
"The Åland Islands Peace Institute",1
"Thai Society of Higher Eduction Institutes on Environment",1
"Terveyden ja hyvinvoinnin laitos; Eläketurvakeskus; Helsingin yliopiston valtiotieteellinen tiedekunta; Kelan tutkimus; Tampereen yliopiston yhteiskuntatieteiden tiedekunta",1
"Ternopil Volodymyr Hnatiuk National Pedagogical University",1
"Termedia Publishing",1
"Tennessee Library Association",1
"Temps, Espaces, Langages, Europe Méridionale-Méditerranée (TELEMME)",1
"Temilavoro.it",1
"Telkom University",1
"TELEMME - UMR 6570",1
"Telecommunications Society, Academic Mind",1
"Teknologi Hasil Pertanian, Fakultas Teknologi Pertanian",1
"Teknologi Hasil Pertanian, Fakultas Pertanian, Universitas Lampung",1
"Teknik mesin, Fakultas Teknik, Universitas Sebelas Maret",1
"Teknik Elektro Institut Teknologi Nasional Bandung",1
"Tekirdag Namik Kemal University",1
"Tehran Muncipality",1
"Tefsir Arastirmalari Dergisi",1
"Tecnológico de Monterrey",1
"Technoscience Publications",1
"Technopress",1
"Technische Universität Berlin, Universitätsbibliothek",1
"Technical University of Varna, Bulgaria",1
"Technical University of Liberec",1
"Technical University of Košice, University of Belgrade",1
"Technical University of Cluj Napoca Publishing House",1
"Technical University of Cluj-Napoca",1
"Technical Faculty, Bor",1
"Techland Publishing Group Limited",1
"Tebessa Press",1
"Teaching American Literature: A Journal of Theory and Practice (TALTP)",1
"TBIndonesia",1
"Tazkia University College of Islamic Economics; Association of Islamic Economics Lecturers",1
"Taylor's University",1
"Tayfun Yagar",1
"Tate",1
"Tatar Educational Center ""TAGLIMAT"" Ltd.",1
"TAS",1
"Tarrahan Parseh Transportation Research Institute ",1
"Taras Shevchenko National University of Kyiv, Department of Modern and Contemporary History of Foreign Countries",1
"Tankebanen forlag",1
"Tanjungpura University",1
"Tamkang University Press",1
"Tamanrasset University Center",1
"Tallinn University of Technology",1
"Tallinn University ",1
"TALENTA",1
"Taiwan Society of Geriatric Emergency and Critical Medicine (TSGECM)",1
"Taiwan Association for the Sociology of Education",1
"Taiwan Association for Aerosol Research",1
"Tadulako University",1
"Tadris Matematika IAIN Palopo",1
"Tadris Biologi collaborates with Perkumpulan Pendidik IPA Indonesia",1
"Tadris Bahasa Inggris IAIN Syekh Nurjati",1
"Tabriz University of Medical Sciences Press",1
"Tabriz University of Medical Sciences ",1
"SZIC University of Peshawar",1
"Széchenyi István University",1
"Szczecinskie Towarzystwo Naukowe",1
"Szczecin University Press",1
"Syarif Hidayatullah Jakarta State Islamic University",1
"Swiss Chemical Society",1
"Swervei de publicacions ",1
"Swedish Nutrition Foundation",1
"Svenska exegetiska sällskapet (Swedish Exegetical Society)",1
"Svenska Barnboksinstitutet",1
"Sustainable Programs to Reduce Educational and Avocational Disadvantages (SPREAD)",1
"Surveillance Studies Network ",1
"Surgical Society of Kenya ",1
"Suomen Pelitutkimuksen Seura ry",1
"Suomen matkailututkimuksen seura (Finnish Society for Tourism Research )",1
"Suomen Antropologinen Seura (Finnish Anthropological Society)",1
"SUNMeDIA",1
"Sungkyunkwan University School of Medi",1
"SUNBLO LC",1
"Sunan Ampel Press Surabaya",1
"Sumy State University",1
"Sumy State Pedagogical University named after A.S. Makarenko",1
"Süleyman Demirel Üniversitesi",1
"Sulaimani Polytechnic University",1
"Sukkur IBA University",1
"Sugar Beet Seed Institute  ",1
"suburban : zeitschrift für kritische stadtforschung",1
"Suan Sunandha Rajabhat University",1
"Studijski centar socijalnog rada",1
"StudienVerlag",1
"Studia Universitatis Babes-Bolyai",1
"Studi Veronesi",1
"StudentScientists.org",1
"Student-Edited",1
"STS Italia",1
"Street Art & Urban Creativity",1
"Strategic Public Management Journal",1
"Stowarzyszenie Naukowe Przestrzen Spoleczna i Srodowisko",1
"Stolichnaya Izdatelskaya Kompaniya",1
"STMIK Pringsewu",1
"STKIPMBB Press",1
"STKIP PGRI Tulungagung",1
"STKIP Muhammadiyah Pringsewu",1
"STKIP Muhammadiyah Kuningan",1
"STIT Pemalang",1
"Sting Academy",1
"Stilus Optimus",1
"STIKES PKU Muhammadiyah Surakarta",1
"STIKes Patria Husada Blitar bekerjasama dengan Persatuan Perawat Nasional Indonesia Kabupaten Blitar",1
