"Publishers","Journals"
"Police Section",1
"Politechnika Lubelska",1
"Politechniki Poznanskiej, Wydzial Inzynierii Zarzadzania",1
"Politektnik Pariwisata Medan",1
"Political Methodology Section",1
"Political Organizations and Parties Section",1
"Political Science Education Section",1
"Politikatudományi és Szociológiai Intézet",1
"Polskie Towarzystwo Biochemiczne",1
"Polskie Towarzystwo Matematyczne",1
"Polskie Towarzystwo Naukowe Silników Spalinowych",1
"Polskie Towarzystwo Pedagogiczne",1
"Polskiego Towarzystwa Technologów Å»ywnoÅ?ci",1
"Polytechnic of Rijeka",1
"Pompea College of Business, University of New Haven",1
"Pontifica Universidad Catolica de Valparaiso",1
"Pos Graduacao em Grupo de Estudos em Literatura Brasileira Contemporânea",1
"Pragmatism Archive",1
"Prehistoric Society",1
"Premier Publishing",1
"Presses Agronomiques de Gembloux",1
"Presses Universitaires de Nancy - Editions Universitaires de Lorraine",1
"Presses universitaires de Rennes",1
"Prime Scholars Library",1
"Primitive tider",1
"Print Quarterly Publications",1
"Pro Pharma Communications International",1
"Probation Service",1
"Production and Operations Management Society",1
"Program Studi Pendidikan Agama Islam STAI Daruttaqwa Gresik",1
"Program Studi Teknik Informatika",1
"Programa de Enfermería",1
"Programa de Estudos Pós-Graduados",1
"Programa de Historia, Grupo de historia de la educación e identidad nacional",1
"Programa de Pós-Graduação do Mestrado em História e Estudos Culturais",1
"Programa de Pós-Graduação em Geografia",1
"Programa de Pós-Graduação em História",1
"Programa de Pós-graduação em História",1
"Programmes de Bioethique",1
"Project HOPE",1
"Prufrock Press",1
"Psikiyatride Guncel Yaklasimlar",1
"Psychiatric Research Unit, Region Zealand",1
"Psychology Post Graduate Affairs Group",1
"Psychology of Sexualities Section",1
"Psychology of Women and Equalities Section",1
"Psychotherapy Section",1
"Public Contract Law Section",1
"Publication Office of Progress of Theoretical Physics",1
"Publindústria, Produção de Comunicação Lda",1
"Publishing Center Dialog",1
"Publishing House",1
"Publishing House of the Institute of Literary Research of the Polish Academy of Sciences",1
"Publshing House V.???",1
"Puheen ja kielen tutkimuksen yhdistys (Finnish Association of Speech and Language Research)",1
"Pædagogisk Filosofisk Forening",1
"Pécsi Tudományegyetem Közgazdaságtudományi Kar",1
"QUASAR",1
"Qualitative Methods in Psychology Section",1
"Quanta",1
"Queen's University",1
"Queensland University of Technology",1
"Quench Academy of Medical Education and Research",1
"R and D Center for Post and ICT Resources and Equipments",1
"RAND",1
"RCVS Knowledge",1
"RILEM Technical Letters",1
"RIREA di Nobile Giovanna",1
"Radical Philosophy Group",1
"Radioengineering Society",1
"Radiological Society of Finland",1
"Rajagiri Business School",1
"Rajagiri College of Social Sciences",1
"Rakennetun ympäristön tutkimuksen seura ry",1
"Rakenteiden Mekanikan Seura ry (Finnish Association for Structural Mechanics)",1
"Rapid Intellect",1
"Raptor Research Foundation",1
"Rawalpindi Medical University",1
"Real Academia Española",1
"Real Jardin Botanico",1
"Recerca i Innovació en Metodologies d'Aprenentatge",1
"Recinto de Ciencias Médicas",1
"Recinto de Cupey",1
"Red de Servicios Profesionales (REDESEP)",1
"Rede Brasileira de Informações Biológicas (Rebibio)",1
"Rede Euroamericana de Actividade Física, Educação e Saúde (REAFES)",1
"Rega Al Buteen- Dr. Esmaeil Clinic-Dubai",1
"Region Österreich-Schweiz (ROeS) der Internationalen Biometrischen Gesellschaft (IBS)",1
"Regionsenter for barn og unges psykiske helse (RBUP)",1
"Renmin University of China",1
"Reproductive Healthcare",1
"Rescience",1
"Research Center for China Industry-University-Research Institute Collaboration",1
"Research Centre of Resource Mentors",1
"Research Foundation",1
"Research School of Humanities",1
"Research and Science Today",1
"Resilience Alliance",1
"Revista Currículo sem Fronteiras",1
"Revista Iberoamericana de Educación",1
"Revista Numismática Hécate",1
"Revista Publicando",1
"Revista Surco Sur",1
"Revista Vertentes do Direito",1
"Revista de Administração, Sociedade e Inovação",1
"Revistas Universidad de León",1
"Rey Desnudo",1
"Rich Publication",1
"Ringing Scheme",1
"Riphah International University",1
"Robin McKenzie Institute Canada",1
"Rosenberg and Sellier",1
"Rosenstiel School of Marine and Atmospheric Science",1
"Roskilde Universitet",1
"Royal African Society",1
"Royal Armouries",1
"Royal Astronomical Society of Canada",1
"Royal Australasian College of Physicians",1
"Royal Australasian College of Surgeons",1
"Royal Australian and New Zealand College of Obstetricians and Gynaecologists",1
"Royal Australian and New Zealand College of Ophthalmologists",1
"Royal Australian and New Zealand College of Radiologists",1
"Royal Botanic Garden Edinburgh",1
"Royal College of Midwives (RCM)",1
"Royal College of Nursing, Australia",1
"Royal College of Ophthalmologists",1
"Royal College of Paediatrics and Child Health",1
"Royal College of Paediatrics and Child Health",1
"Royal College of Pathologists of Australasia",1
"Royal College of Physicians and Surgeons of Glasgow",1
"Royal College of Physicians of Edinburgh",1
"Royal College of Speech and Language Therapists",1
"Royal College of Surgeons in Ireland",1
"Royal College of Surgeons of Edinburgh",1
"Royal College of Surgeons of England",1
"Royal Conservatoire of Scotland",1
"Royal Institute of British Architects (RIBA)",1
"Royal New Zealand College of General Practitioners",1
"Royal Scottish Geographical Society",1
"Royal Society of Victoria",1
"Rudarsko-geološko-naftni fakultet",1
"Russian Journal of Agricultural and Socio-Economic Sciences",1
"Russian New University",1
"Russian State Vocational Pedagogical University",1
"Régi Magyar Irodalom Tanszék ELTE",1
"SAHkartelll",1
"SBBq (Brazilian Society for Biochemistry and Molecular Biology)",1
"SCAD Independent",1
"SCONUL",1
"SE Dnipropetrovsk Medical Academy",1
"SEDA",1
"SF-TH",1
"SIG-Service-Learning and Experiential Education",1
"SMT NHL Municipal Medical College",1
"SOLON",1
"SOTL in the South",1
"SPEED",1
"SPb RAACI",1
"SRL Archive",1
"Saint Petersburg University",1
"Saint-Petersburg Research Institute of Radiation Hygiene after Professor P.V. Ramzaev",1
"Salomon Center",1
"Samara State Technical University",1
"San Beda University",1
"Sanda Voiculescu Departamentul Istoria ?i Teoria Arhitecturii si Conservarea Patrimoniului",1
"Sanglap",1
"Saraseeruha Publications",1
"Saudi Chemical Society",1
"Scandinavian Society for Biomaterials",1
"Schmalhauzen Institute of Zoology",1
"Scholarship@Western",1
"School of Arts &amp; Humanities, Center for Translation Studies",1
"School of Celtic Studies",1
"School of Education",1
"School of Education",1
"School of History",1
"School of History, Philosophy, Relgion and Classics",1
"School of Humanities",1
"School of Humanities and Social Sciences",1
"School of Law",1
"School of Law",1
"School of Law",1
"School of Management",1
"School of Medicine, Children's Hospital",1
"School of Music",1
"School of Oriental and African Studies",1
"School of Political Science and International Studies",1
"Schools Health Education Unit",1
"Schweizerische Asiengesellschaft",1
"Schweizerische Chemische Gesellschaft",1
"Schweizerische Gesellschaft für Volkswirtschaft und Statistik",1
"Science &amp; Medicine",1
"Science Museum Group",1
"Scientific Academia of Social Sciences",1
"Scientific Institute for Veterinary Medicine (Novi Sad)",1
"Scientific Medical Association of Moldova",1
"Scientific Research Forum",1
"Scorpion Files",1
"Scott Polar Research Institute",1
"Scottish Catholic Historical Association",1
"Scottish Division of Educational Psychology",1
"Scottish Economic Society",1
"Scottish Evangelical Theology Society",1
"Scuola Internazionale Superiore di Studi Avanzati (SISSA)",1
"Scuola di Specializzazione in Beni Storico-Artistici",1
"Secretariado de Publicaciones",1
"Section of Criminal Justice",1
"Section of Dispute Resolution",1
"Section of Intellectual Property Law",1
"Section of Power Industry and Resources Conservation",1
"Section of Public Utility",1
"Section of Public Utility, Communications and Transportation Law",1
"Section on Critical Criminology",1
"Selper",1
"Selskab for Nordisk Filologi",1
"Selskabet for Oslo Byes Vel",1
"Selskabet for Skole- og Uddannelseshistorie",1
"Serbian Chemical Society (?????? ???????? ???????)",1
"Serious Games Society",1
"Servicio de Publicaciones",1
"Servico de Psiquiatria",1
"Sexual Health Society of Queensland",1
"Shahid Sadoughi University of Medical Sciences",1
"Shanghai Archives of Psychiatry",1
"Shanghai Institute of Organic Chemistry",1
"Shanghai Institutes for Biological Sciences",1
"Shanti Braj Educational and Welfare Society",1
"Shaukat Khanum Memorial Cancer Hospital &amp; Research Centre",1
"Shefa Neuroscience Research Center",1
"Shipping Research Centre",1
"Siberian Institute of Plant Physiology and Biochemistry",1
"Siberian State Medical University",1
"Sidney M. Edelstein Center for the History and Philosophy of Science, Technology and Medicine",1
"Sierra Journals Publisher",1
"SimSoc Consortium",1
"Simalungun University",1
"Skepsis",1
"Skopein",1
"Slovak Academy of Sciences",1
"Slovenian Chemical Society",1
"Slovensko zdravniško društvo",1
"Social Psychology Section",1
"Social and Business Development Center (SBDC)",1
"Social and Political Science Faculty",1
"Sociedad Argentina de Análisis Filosófico",1
"Sociedad Cubana de Física",1
"Sociedad Cubana de Neurología y Neurocirugía",1
"Sociedad Española de Farmacia Hospitalaria (SEFH)",1
"Sociedad Española de Literatura General y Comparada",1
"Sociedad Española de Mineralogía",1
"Sociedad Española de Pedagogía",1
"Sociedad Española de Terapia Génica y Celular",1
"Sociedad Mexicana de Criminología capítulo Nuevo León",1
"Sociedad Mexicana de Oftalmología",1
"Sociedad Otorrinolaringológica de Castilla y León, Cantabria y La Rioja",1
"Sociedade Brasileira de Medicina de Família e Comunidade",1
"Sociedade Científica",1
"Sociedade Portuguesa de Anestesiologia",1
"Sociedade Portuguesa de Ciências Veterinárias",1
"Sociedade Portuguesa de Ciências da Nutrição e Alimentação",1
"Sociedade Portuguesa de Dermatologia e Venereologia",1
"Sociedade Portuguesa de Electroquímica",1
"Sociedade Portuguesa de Gastrenterologia",1
"Sociedade Portuguesa de Geotecnia",1
"Sociedade Portuguesa de Hemorreologia e Microcirculação",1
"Sociedade Portuguesa de Matemática",1
"Sociedade Portuguesa de Medicina Física e de Reabilitação",1
"Sociedade Portuguesa de Nefrologia",1
"Sociedade Portuguesa de Neurologia",1
"Sociedade Portuguesa de Numismática (SPN)",1
"Sociedade Portuguesa de Oftalmologia",1
"Sociedade Portuguesa de Pediatria",1
"Sociedade Portuguesa de Proteção Contra Radiações (SPPCR)",1
"Sociedade Portuguesa de Reumatologia",1
"Sociedade Portuguesa de Vida Selvagem",1
"Sociedade de Ciências Agrárias de Portugal",1
"Societe Royale Belge de Gastro-Enterologie",1
"Society for American City and Regional Planning History",1
"Society for Applied Spectroscopy",1
"Society for Chaos Theory in Psychology and Life Sciences",1
"Society for Cultural Anthropology",1
"Society for Economic Theory",1
"Society for Education and Psychotherapy",1
"Society for Ethnomusicology",1
"Society for French Historical Studies",1
"Society for Immunotherapy of Cancer",1
"Society for In-Vitro Biology",1
"Society for Judgment and Decision Making",1
"Society for Leukocyte Biology",1
"Society for Longitudinal and Life Course Studies",1
"Society for Military History",1
"Society for Ming Studies",1
"Society for Promotion of Horticulture",1
"Society for Reproduction and Fertility",1
"Society for Scientific Exploration",1
"Society for Seventeenth-Century French Studies",1
"Society for Social Studies of Science",1
"Society for Sociological Science",1
"Society for Underwater Technology",1
"Society for the Study of French History",1
"Society for the Study of Reproduction",1
"Society of Antiquaries of Scotland",1
"Society of Architectural Historians of Great Britain",1
"Society of British Neurological Surgeons",1
"Society of Chemists and Technologists of Macedonia",1
"Society of Diabetic Nephropathy Prevention",1
"Society of Economic Geologists",1
"Society of Gynecologic Oncology Republic of China",1
"Society of Hungarian Linguistics",1
"Society of Medicine, Oncology and Dentistry",1
"Society of Orthopaedic Medicine",1
"Society of Vertebrate Paleontology",1
"Society of Wood Science and Technology",1
"Società Geologica Italiana",1
"Società Italiana di Mineralogia e Petrologia",1
"Sociological Demography Press",1
"Sociologisk Institut, Koordinationen for Kønsforskning",1
"Société Francaise de Métallurgie et de Matériaux (SF2M)",1
"Société Française de Minéralogie et de Cristallographie",1
"Société Géologique de France",1
"Société Royale Belge des Electriciens (SRBE)",1
"Société d'Anthropologie des Connaissances",1
"Société des Océanistes",1
"Soil Science Society of China",1
"Sosiaalilääketieteellinen Yhdistys ry",1
"South Asian Society of Criminology and Victimology (SASCV)",1
"South China University of Technology",1
"Southern African Endourology Society",1
"Southern Economic Association",1
"Southern Federal University",1
"Southern Philippines Medical Center",1
"Space Research Centre",1
"Springer Milan",1
"SpringerOpen",1
"Sri Lanka Medical Association",1
"Sri Venkateswara Institute of Medical Sciences",1
"Srpsko Biolo?ko Dru?tvo",1
"St Mary's College",1
"St. Petersburg Pasteur Institute",1
"Stansted News",1
"State Key Laboratory of Automotive Safety and Energy",1
"State Politics and Policy Organized Section",1
"State University of Western Sulawesi",1
"Stirling Centre for Scottish Studies",1
"Stowarzyszenie Naukowe Przestrzen Spoleczna i Srodowisko",1
"Studies in Material Thinking",1
"Subaltern Media",1
"Sudarshan Publication",1
"Sumy State University",1
"Sun Yat-sen University",1
"Sunan Kalijaga State Islamic University",1
"Suomen Antropologinen Seura",1
"Suomen Biologian Seura Vanamo ry",1
"Suomen Eksegeettinen Seura",1
"Suomen Eläinlääkäriliitto ry",1
"Suomen Historiallinen Seura",1
"Suomen Itämainen Seura (Finnish Oriental Society)",1
"Suomen Kielen Seura ry",1
"Suomen Musiikkitieteellinen Seura ry",1
"Suomen Psykologinen Seura ry",1
"Suomen Seksologinen Seura ry",1
"Suomen Sotatieteellinen Seura ry (Finnish Society of Military Sciences)",1
"Suomen kansatieteilijöden yhdistys Ethnos ry",1
"Suomen soveltavan kielitieteen yhdistys",1
"Suomen tieteen- ja teknologiantutkimuksen seura ry",1
"Suoseura (Finnish Peatland Society)",1
"SureShotPOST Online Publishing",1
"Svenska barnboksinstitutets (Swedish Institute for Children's Books)",1
"Sveucilište u Zagrebu",1
"Swansea University",1
"Swedish Association for Thoracic Surgery",1
"Swedish Heart Association",1
"Swedish Nutrition Foundation",1
"Swedish Psychiatric Association",1
"Swedish Society of Radiology",1
"Swedish Urological Society",1
"Swiss Academy of Humanities and Social Sciences",1
"Swiss National Museum",1
"Swiss Society for Biomaterials and Regenerative Medicine",1
"Swiss Sociological Association",1
"Sydney Law School",1
"Synatom Research",1
"Systems, Man, and Cybernetics Society",1
"Szczecinskie Towarzystwo Naukowe (Societas Scientiarum Stetinensis)",1
"Szegedi Tudományegyetem Bölcsészet- és Társadalom­tudományi Kar",1
"Szilikátipari Tudományos Egyesület (Scientific Society of the Silicate Industry)",1
"Szkola Glówna Sluzby Pozarniczej",1
"Sällskapet för 1700-talsstudier",1
"Södertörns Högskola, Centrum foer Oestersjoe- och Oesteuropaforskning",1
"sigma network",1
"T'ang Studies Society",1
"Taidehistorian seura ry (Society for Art History in Finland)",1
"Taiwan Association for Aerosol Research",1
"Taiwan Association of Obstetric and Gynecologic Endoscopists",1
"Taloustieteellinen Yhdistys",1
"Tate Research",1
"Teachers College",1
"Teatterintutkimuksen seura (Theatre Research Society)",1
"Technology Management Council",1
"Technoscience Publications",1
"Teerthanker Mahaveer Dental College and Research Center",1
"Teerthanker Mahaveer University",1
"Tekna Samfunnsutviklern",1
"Telos Press",1
"Temple University",1
"Teologinen Julkaisuseura ry",1
"The British Blockchain Association",1
"The British-Yemini Society",1
"The College of Paramedics",1
"The Johnson School",1
"The Journal of Geophysics",1
"The Peter J. Tobin College of Business",1
"Tirant lo Blanch",1
"Tissue and Cell Engineering Society (TCES)",1
"Tobacco Control and Public Health in Eastern Europe",1
"Tokyo International University",1
"Tomsk State University Publishing House",1
"Transpersonal Psychology Section",1
"Transportøkonomisk institutt  (Institute of Transport Economics)",1
"Tripal Publishing House",1
"TripleC",1
"Tulevaisuuden tutkimuksen seura ry (Finnish Society for Futures Studies)",1
"Tulsa Studies in Women's Literature",1
"Turismo e Artes, Programa de Pós-Graduação em Jornalismo",1
"Turizm Fakültesi",1
"Turkish Capital Markets Association",1
"Turkish Federation of Pathology Societies",1
"Tutkijaliitto ry",1
"Tverskoi Gosudarstvennyi Universitet (Tver State University)",1
"Tyumenskii Yuridicheskii Institut",1
"Työelämän tutkimusyhdistys ry",1
"Tájvédelmi és Környezetföldrajzi Tanszék - Meteorológiai Tanszék",1
"Történelmi Intézet, Klasszika-filológiai és Ókortörténeti Tanszékének",1
"Türk EÄ?itim DerneÄ?i (Turkish Education Association)",1
"Türkiye Kimya Dernegi",1
"U.R.S.I. Landesausschuss in der Bundesrepublik Deutschland",1
"UACES",1
"UEPG, Departamento de Estudos da Linguagem",1
"UK and Irish Association for Practical Theology",1
"UMF Gr. T Popa Iasi Publishing House",1
"Ukrainian Research and Academic Network (URAN)",1
"Ulster Medical Society",1
"Ulster Society for Irish Historical Studies",1
"UludaÄ? Üniversitesi, Mühendislik Fakültesi",1
"Ulumuddin: Jurnal Ilmu-ilmu Keislaman",1
"Umeå Universitet",1
"Umjetnicka akademija u Osijeku (Academy of Arts in Osijek)",1
"UniBrasil",1
"Unidade de I&amp;D de Ciências da Educação",1
"Unidade de Investigação e Desenvolvimento em Enfermagem (UI&amp;DE)",1
"Unidade de Investigação em Ciências da Saúde - Enfermagem da Escola Superior de Enfermagem de Coimbra",1
"Unidade Acadêmica de Ciências Exatas e da Natureza",1
"Unique Publisher House",1
"United Publication for Health and Tech Research",1
"United States Catholic Historical Society",1
"United States Holocaust Memorial Museum",1
"Unità di Ricerca per la Valorizzazione qualitativa dei cereali",1
"Universa Press",1
"Universidad Autonoma del Estado de Mexico",1
"Universidad Autónoma de Nayarit",1
"Universidad CEU San Pablo",1
"Universidad Del Quindío",1
"Universidad Francisco de Paula Santander",1
"Universidad Francisco de Vitoria",1
"Universidad Nacional de Cuyo",1
"Universidad Nacional de Educación a Distancia (UNED)",1
"Universidad Nacional de Lanús",1
"Universidad Nacional de Luján",1
"Universidad Nacional de la Patagonia Austral",1
"Universidad Nacional del Altiplano de Puno",1
"Universidad Nacional del Litoral",1
"Universidad Pedagógica y Tecnológica de Colombia",1
"Universidad Peruana Unión",1
"Universidad San Francisco de Quito",1
"Universidad de Buenos Aires",1
"Universidad de Castilla-La Mancha",1
"Universidad de Cuenca",1
"Universidad de Granada",1
"Universidad de Magallanes",1
"Universidad de Pamploma",1
"Universidad de Valladolid",1
"Universidad de las Ciencias Informaticas",1
"Universidad, Ciencia y Tecnología",1
"Universidade Aberta",1
"Universidade Autónoma de Lisboa",1
"Universidade Católica Editora",1
"Universidade Estadual de Feira de Santana",1
"Universidade Estadual do Ceará",1
"Universidade Federal de Campina Grande",1
"Universidade Federal de Roraima (Federal University of Roraima)",1
"Universidade Federal do Rio de Janeiro",1
"Universidade Lusófona de Humanidades e Tecnologias",1
"Universidade do Estado da Bahia",1
"Universidade do Minho",1
"Universidade Óscar Ribas",1
"Universitara Publishing House (Editura Universitara)",1
"Universitas Brawijaya",1
"Universitas Islam Negeri Syarif Hidayatullah Jakarta",1
"Universitas Islam Negeri, Sunan Gunung Djati Bandung",1
"Universitas Jember",1
"Universitas Majalengka",1
"Universitas Muhammadiyah Metro",1
"Universitas Sam Ratulangi",1
"Universitat Oberta de Catalunya",1
"Universitat de Barcelona",1
"Universitat de Vic",1
"Universitatea Babes-Bolyai",1
"Universitetet i Bergen",1
"Universitetet i Oslo",1
"Universitets-Jubilæets danske Samfund",1
"Universiti Sains Islam Malaysia",1
"Universities Federation for Animal Welfare (UFAW)",1
"University Amar Telidji - Laghouat",1
"University College Cork",1
"University Constantin Brancusi of Targu-Jiu",1
"University Film and Video Association",1
"University Library Heidelberg",1
"University Publishing Group",1
"University of Adelaide",1
"University of Al-Qadisiyah, College of Engineering",1
"University of Argibusiness and Rural Development",1
"University of August 20, 1955 skikda algerie",1
"University of Belgrade, Faculty of Veterinary Medicine",1
"University of Birmingham Library Services",1
"University of British Columbia, Okanagan",1
"University of Bucharest",1
"University of Calgary Press",1
"University of Camagüey ""Ignacio Agramonte Loynaz""",1
"University of Debrecen Faculty of Agricultural and Food Sciences and Environmental Management",1
"University of Defense in Belgrade",1
"University of Denver",1
"University of Economics Ho Chi Minh City",1
"University of Economics and Human Sciences in Warsaw",1
"University of Florida",1
"University of Georgia",1
"University of Graz",1
"University of Kent",1
"University of Laghouat, Algeria",1
"University of Manitoba",1
"University of Modena and Reggio Emilia",1
"University of New Brunswick",1
"University of New South Wales",1
"University of North Carolina at Charlotte",1
"University of Ostrava",1
"University of Physical Education in Wroclaw",1
"University of Piraeus (?a?ep?st?µ?? ?e??a???)",1
"University of Queensland Press",1
"University of Rhode Island",1
"University of Science and Technology Beijing",1
"University of Science and Technology of China",1
"University of Social Science in Lodz",1
"University of South Florida",1
"University of Szeged Faculty of Engineering",1
"University of Tennessee, Libraries",1
"University of Tokyo",1
"University of West London",1
"University of the Basque Country Press (UBC Press)",1
"University of the Western Cape",1
"Università degli Studi di Cassino e del Lazio Meridionale",1
"Universitätsverlag Göttingen (Goettingen University Press)",1
"Universitätsverlag der Technischen Universität Chemnitz",1
"Université Félix Houphouët-Boigny (L3DL-CI)",1
"Université Jean Moulin - Lyon 3",1
"Université Laval",1
"Université de Tunis El Manar, Institut Supérieur des Sciences Humaines de Tunis",1
"Univerza v Mariboru (University of Maribor)",1
"Uppsala Medical Society",1
"Utah State University",1
"Uusfilologinen yhdistys ry",1
"ubiJournal",1
"V. A. Negovsky Research Institute of General Reanimatology",1
"V.M. Gorbatov All-Russian Meat Research Institute",1
"VETNET (European Research Network in Vocational Education and Training)",1
"VTeX",1
"VV Dokuchaev Soil Science Institute (????????? ???????? ??. ?.?. ?????????)",1
"Valahia University",1
"Valparaiso University",1
"Valtiotieteellinen yhdistys (Finnish Political Science Association)",1
"Varepsilon",1
"Venäjän ja Itä-Euroopan tutkimuksen seura ry",1
"Verband Biologie, Biowissenschaften und Biomedizin in Deutschland (VBIO)",1
"Verein Deutscher Ingenieure - Gesellschaft Verfahrenstechnik und Chemieingenierurwesen (VDI-GVC)",1
"Verein Informationspraxis",1
"Verein sui generis",1
"Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften",1
"Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare",1
"Verlag Holzhausen (Holzhausen Scientific Publishing)",1
"Vernacular Architecture Group",1
"Veterinary World",1
"Via Medica",1
"Virology Division",1
"Volcanica",1
"Voronezh state university of engineering technologies",1
"Vostoksibakademtsentr",1
"Votrix Publications",1
"WFL Publisher",1
"WILD Foundation",1
"Warburg Institute",1
"Waterbird Society",1
"Weissberg",1
"Wesleyan University",1
"West Bengal Veterinary Alumni Association",1
"Westcliff University",1
"Westermarck Society ry",1
"Western Agricultural Economics Association",1
"Western Australian Institutes for Educational Research",1
"Western Mindanao State University",1
"Western Regional Science Association",1
"White Globe Publications",1
"Whitehouse Publishing (UK)",1
"Wichmann Verlag",1
"Wildlife Disease Association",1
"Wire Association International (WAI)",1
"Women's History Network",1
"Wood Technology Society",1
"World Academy of Art and Science, South-East European Division (SEED-WAAS)",1
"World Advertising Research Center",1
"World Allergy Organization",1
"World Organisation of Family Doctors (WONCA)",1
"Wydawnictwo Naukowe DSW",1
"Wydawnictwo Naukowe Uniwersytetu Pedagogicznego",1
"Wydzial Studiów Miedzynarodowych i Politologicznych",1
"Yale Center for British Art",1
"York University",1
"York University Libraries",1
"Yorkshire Archaeological Society",1
"Yorkshire Geological Society",1
"ZBW - Leibniz Information Centre for Economics",1
"Zakladu Badania Ssaków",1
"Zaporiz'kyi Natsional'nyi Tekhnichnyi Universytet (Zaporizhzhya National Technical University)",1
"Zoryan Institute of Canada and Cambridge, MA",1
"Zwitscher-Maschine",1
"Állam- és Jogtudományi Kar",1
"Ä?eské vysoké uÄ?ení technické v Praze (Czech Technical University in Prague)",1
"ÇankÄ±rÄ± Karatekin University",1
"Électricité de France",1
"Österreichische Balint-Gesellschaft",1
"Österreichische Gesellschaft der Tierärztinnen und Tierärzte",1
"Österreichische Gesellschaft für Geomechanik",1
"Österreichische Gesellschaft für Gynäkologie und Geburtshilfe (OEGGG)",1
"Österreichische Gesellschaft für Handchirurgie",1
"Österreichische Gesellschaft für Humangenetik (ÖGH)",1
"Österreichische Gesellschaft für Klinische Neurophysiologie (OeGKN)",1
"Österreichische Gesellschaft für Meteorologie",1
"Österreichische Gesellschaft für Mund-, Kiefer- und Gesichtschirurgie",1
"Österreichische Gesellschaft für Musikwissenschaft (Austrian Society for Musicology)",1
"Österreichische Gesellschaft für Neuroadiologie (ÖGNR)",1
"Österreichische Gesellschaft für Notfall- und Katastrophenmedizin (ÖNK)",1
"Österreichische Gesellschaft für Nuklearmedizin (ÖGN)",1
"Österreichische Gesellschaft für Operations Research",1
"Österreichische Gesellschaft für Orthopädie und Orthopädische Chirurgie",1
"Österreichische Gesellschaft für Physikalische Medizin und Rehabilitation",1
"Österreichische Gesellschaft für Psychiatrie und Psychotherapie",1
"Österreichische Gesellschaft für Schlafmedizin und Schlafforschung (ÖGSM)",1
"Österreichische Gesellschaft für Senologie",1
"Österreichische Gesellschaft für Ultraschall in der Medizin (ÖGUM)",1
"Österreichische Gesellschaft für Zahn-, Mund- und Kieferheilkunde (Austrian Society of Dentistry)",1
"Österreichische Kopfschmerzgesellschaft (ÖKSG)",1
"Österreichische Statistische Gesellschaft (Austrian Society for Statistics)",1
"Österreichischen Bundesverband für Psychotherapie",1
"Österreichischen Gesellschaft für Dermatologie und Venerologie",1
"Österreichischen Gesellschaft für Politikwissenschaft",1
"Österreichischen Gesellschaft für Psychiatrie und Psychotherapie",1
"Österreichischen Gesellschaft für Soziologie",1
"Österreichischen Gesellschaft für Sportmedizin und Prävention",1
"Österreichischer Apothekerverlag",1
"Österreichisches Religionspädagogisches Forum",1
"Ceská pedagogická spolecnost",1
"Stefan cel Mare University of Suceava",1
"?????? ???t?? ?????????? ??e???? (Greek National Center of Social Research)",1
"AACRAO",0
"Aarhus Universitet",0
"Academia Sinica",0
"Academia de Stiinte a Moldovei",0
"Academy of Sciences of Higher Education of Ukraine",0
"Akademie ved Ceské republiky",0
"Akdeniz Üniversitesi",0
"Alexandria University",0
"American Academy of Clinical Psychiatrists",0
"American Applied Sciences Research Institute",0
"Aplinkos inžinerijos fakulte, Keliu katedra",0
"Arizona State University",0
"Associação Portuguesa para o Estudo do Quaternário (APEQ)",0
"Atatürk University",0
"Auckland University of Technology",0
"Australian National University",0
"Balai Besar Penelitian dan Pengembangan Sumberdaya Lahan Pertanian",0
"Bangka Belitung University",0
"Behaviorists for Social Responsibility",0
"Beijing Academy of Food Sciences",0
"Berkeley Mathemarketics Group",0
"Blaetter Verlagsgesellschaft",0
"Bloomsbury Publishing",0
"Boise State University",0
"Boom uitgevers Den Haag",0
"Brandeis University",0
"Brigham Young University",0
"British Association for the Study of Community Dentistry",0
"British Association of Dermatologists",0
"British Institute for the Study of Iraq",0
"Brock University",0
"Budapest University of Technology and Economics National Information Center and Library",0
"Budapesti Corvinus Egyetem",0
"Bulgarian Academy of Sciences",0
"CISES",0
"CRA Journals",0
"Canadian Association for the Study of the Liver",0
"Canadian Association of Gastroenterology",0
"Canadian Diabetes Association",0
"Canadian Pain Society",0
"Canadian Society for Aesthetic (Cosmetic) Plastic Surgery",0
"Canadian Society for Surgery of the Hand (Manus Canada)",0
"Canadian Society of Plastic Surgeons",0
"Canadian Thoracic Society",0
"Cardiff School of History, Archaeology and Religion",0
"Cardiff University",0
"Carleton University",0
"Celal Bayar Üniversitesi TÄ±p Fakültesi, Biyofizik Anabilim DalÄ± (Celal Bayar University, Faculty of Medicine, Department of Biophysics)",0
"Center for Professional and Applied Ethics",0
"Centre for Advancement of Applied Science",0
"Centre for Global Health Research, The University of Edinburgh",0
"Centro Regional das Beiras",0
"Centro Regional de Viseu",0
"Centro Regional do Porto",0
"Centro de Comunicação, Turismo e Artes",0
"Centro de Estudos de Filosofia",0
"Centro de História d'Aquém e d'Além-Mar (CHAM)",0
"Centro de Formação de Professores",0
"Chelonian Research Foundation",0
"Chemical Engineering Division",0
"Chinese Academy of Medical Sciences",0
"Chinese Academy of Social Sciences",0
"Chinese Association of Science and Technology (CAST)",0
