"publisher","journals","reviews"
"International Society for Fluoride Research",1,"14"
"International Whaling Commission",1,"14"
"Japanese Association for Oral Biology",1,"14"
"Kim Williams",1,"14"
"KRE Publisher",1,"14"
"Latvian Institute of Organic Synthesis",1,"14"
"Maison de l'informatique et des mathematiques discretes",1,"14"
"Malaysian Consumer and Family Economics Association",1,"14"
"Managed Care and Healthcare Communications",1,"14"
"Melbourne University Law Review",1,"14"
"Michigan Entomological Society",1,"14"
"Pamukkale University",1,"14"
"Pontificia Universidad Catolica de Chile, Facultad de Agronomia e Ingenieria Forestal",1,"14"
"Royal Botanic Gardens",1,"14"
"Societas Internationalis Odonatologica",1,"14"
"Societe Francaise de Sante Publique",1,"14"
"Society for Empirical Legal Studies",1,"14"
"Society for Microwave Technique, Technologies and Systems and Serbia and Montenegro IEEE MTT-S Chapter",1,"14"
"Southwest Jiaotong University",1,"14"
"The Korean Society for Aeronautical & Space Sciences",1,"14"
"The Millbank Memorial Fund",1,"14"
"Universidad Externado de Colombia",1,"14"
"Universidad Nacional de Lanus",1,"14"
"University of Split - Faculty of Economics",1,"14"
"University of the Witwatersrand",1,"14"
"University of Valle Publishing Program",1,"14"
"USC Annenberg School for Communication & Journalism",1,"14"
"Vibromechanika",1,"14"
"AFB Press",1,"13"
"Associacao Brasileira de Polimeros",1,"13"
"Association of Agrometeorologists",1,"13"
"BirdLife Sweden",1,"13"
"British Leprosy Relief Association",1,"13"
"Cafet-Innova Technical Society",1,"13"
"Center of Excellence in Electrochemistry, Faculty of Chemistry, University of Tehran",1,"13"
"Dietitians of Canada",1,"13"
"Division for Learning Disabilities of the Council for Exceptional Children",1,"13"
"Dynamedia Inc.",1,"13"
"Ecole Nationale Veterinaire",1,"13"
"EDIMES Edizioni Medico Scientifiche",1,"13"
"Editora UFLA",1,"13"
"Editura Silvica",1,"13"
"European Society of Medicine (ESMED)",1,"13"
"Faculty of Law, Hasanuddin University",1,"13"
"Federal University of Lavras",1,"13"
"Fluid Power Net International (TuTech)",1,"13"
"Friedrich-Berlin-Verlag",1,"13"
"Fundação CESGRANRIO",1,"13"
"Fundacao UNI Botucatu/UNESP",1,"13"
"Geographie-Cites",1,"13"
"Gesellschaft fur Erdkunde zu Berlin",1,"13"
"Heidelberg University Library",1,"13"
"Institute of Computer Science",1,"13"
"Institute of Fundamental Technological Research",1,"13"
"Institute of World Economics and Politics, Chinese Academy of Social Sciences",1,"13"
"Int. Association for Shell and Spatial Structures",1,"13"
"International Organisation for Forensic Odonto-Stomatology",1,"13"
"International Society of Endovascular Specialists",1,"13"
"Irish Dental Association",1,"13"
"Korean Cancer Association",1,"13"
"Korean Society of Applied Pharmacology",1,"13"
"Liaquat University of Medical and Health Sciences",1,"13"
"Mark Allen Group",1,"13"
"National Association of Resident Doctors of Nigeria",1,"13"
"Ornithological Society of New Zealand",1,"13"
"Pacific Coast Entomological Society",1,"13"
"Peking University Health Science Center",1,"13"
"Polska Akademia Nauk,Instytut Matematycznys",1,"13"
"Portuguese Wildlife Society",1,"13"
"School of Mathematical Science Xiamen University",1,"13"
"Sociedad Chilena de Pediatria",1,"13"
"Sociedade de Investigacoes Florestais",1,"13"
"Society of Actuaries",1,"13"
"Society of Trauma Nurses",1,"13"
"Surveillance Studies Network",1,"13"
"Syiah Kuala University",1,"13"
"Universidad de Concepcion, Facultad de Medicina. Departamento de Enfermeria",1,"13"
"Universidade Federal Rural do Semi-Arid",1,"13"
"Universidad Pablo de Olavide",1,"13"
"University of Southern Mississippi",1,"13"
"Alexandrine Press",1,"12"
"American Society of Electroneurodiagnostic Tech. Inc.",1,"12"
"Association of Anaesthetists of Great Britain and Ireland",1,"12"
"British Blockchain Association",1,"12"
"Carfax Publishers",1,"12"
"Centro Nacional de Investigaciones Metalurgicas",1,"12"
"Ceska Geograficka Spolecnost",1,"12"
"CourseSource",1,"12"
"Croatian Scientific Society for the History of Health",1,"12"
"Departamento de Terapia Ocupacional, Universidade Federal de São Carlos",1,"12"
"Department of Business Communication, Aarhus School of Business",1,"12"
"DE Stech Publications Inc",1,"12"
"Dokuz Eylül University",1,"12"
"Economic and Political Weekly",1,"12"
"Egyptian Spine Association",1,"12"
"Engineering and Scientific Research Groups (ESR Groups)",1,"12"
"Ethis Communications, Inc.",1,"12"
"Faculdade de Ciências Econômicas, Universidade Federal de Minas Gerais",1,"12"
"Facultad De Filosofia, Universidad Complutense De Madrid",1,"12"
"FEAPS (Confederacion Espanola de Organizaciones en favor de las Personas con Discapacidad Intelectual",1,"12"
"Gastro-Hep Communications, Inc.",1,"12"
"Generalitat de Catalunya",1,"12"
"HAEMNET Foundation",1,"12"
"IBM Corporation",1,"12"
"Institut d'Estadistica de Catalunya",1,"12"
"Institute for Fiscal Studies",1,"12"
"Institut national de la statistique et des etudes economiques",1,"12"
"Instituto Materno Infantil Professor Fernando Figueira",1,"12"
"International Dose-Response Society",1,"12"
"International Linear Algebra Society",1,"12"
"International Listening Association",1,"12"
"InterVarsity Christian Fellowship",1,"12"
"Iranian Association of Gastroenterology and Hepatology",1,"12"
"ISATIS",1,"12"
"Japanese Economic Association",1,"12"
"JMN Medical Education",1,"12"
"K. Jaishankar",1,"12"
"Korean Securities Association",1,"12"
"Korean Society of Circulation",1,"12"
"Macrothink Institute",1,"12"
"Mehmet Tekerek",1,"12"
"Nationaal Centrum voor Navorsingen in de Logica (Centre National Belge de Recherche de Logique)",1,"12"
"National Shellfisheries Association",1,"12"
"Österreichischen Apotheker-Verlag",1,"12"
"Peter the Great St. Petersburg Polytechnic University",1,"12"
"Poznan University of Technology",1,"12"
"Romanian Academic Society",1,"12"
"Scalabrini Migration Center",1,"12"
"Scientific Association for Infocommunications",1,"12"
"Sociedade Brasileira de Engenharia Agricola",1,"12"
"Societe Geologique de France",1,"12"
"Society for Human Ecology",1,"12"
"Society for the Advancement of Breeding Researches in Asia and Oceania (SABRAO)",1,"12"
"Society of American Archivists",1,"12"
"Staatliche Naturhistorische Sammlungen Dresden",1,"12"
"Technischen Universitat Braunschweig",1,"12"
"Turkish Society of Obstetrics and Gynecology",1,"12"
"University Clinical, Education & Research Associates (UCERA)",1,"12"
"University College Hospital",1,"12"
"Versalius University Medical Publisher",1,"12"
"Wydawnictwo Czelej Sp. z.o.o.",1,"12"
"Zhongguo Kexueyuan - Chinese Academy of Sciences",1,"12"
"Academy of Chemistry of Globe Publications",1,"11"
"Acoustical Society of Japan",1,"11"
"American Academy of Physicians Assistants",1,"11"
"ASEAN Neurological Association",1,"11"
"Austrian Geological Society",1,"11"
"Cancer Media Group",1,"11"
"Cliggott Publishing Co.",1,"11"
"College Of Anaesthesiologists Of Sri Lanka",1,"11"
"Conference of Socialist Economists",1,"11"
"Danko Georgiev",1,"11"
"Department of Logic, University of Lodz",1,"11"
"Department of Mathematics and Computer Science, Institute of Electronic Systems, University of Aalborg",1,"11"
"DMFA Slovenije",1,"11"
"Dr. R.S. Yadab",1,"11"
"Ecology and Civil Engineering Society",1,"11"
"Economic History Society",1,"11"
"Environmental Mutagen Society",1,"11"
"Extension Journal, Inc.",1,"11"
"Faculdade de Filosofia e Ciências Humanas, Universidade Federal de Minas Gerais",1,"11"
"FDI World Dental Press",1,"11"
"Fundacion para el Avance de la Psicologia Clinica Conductual",1,"11"
"Geografski institut Antona Melika ZRC SAZU",1,"11"
"Guttmacher Institute Inc",1,"11"
"Hamad Medical Corporation, State of Qatar",1,"11"
"Hellenic Endocrine Society",1,"11"
"Hind Kusht Nivaran Sangh (Indian Leprosy Association)",1,"11"
"Hrvatsko Drustvo Ekonomista",1,"11"
"Indian Institute for Population Studies",1,"11"
"Indian Statistical Institute",1,"11"
"Jordan Medical Association",1,"11"
"Kazakh German University",1,"11"
"Korean Fluid Machinary Association",1,"11"
"Korean Society for Thoracic and Cardiovascular Surgery",1,"11"
"Legal Service Bulletin Co-operative Ltd",1,"11"
"Magdeburger Verein fur Technische Mechanik e.V.",1,"11"
"Maharashtra Ophthalmological Society",1,"11"
"Malaysian Abstracting and Indexing System",1,"11"
"MEDICC Medical Education Cooperation with Cuba",1,"11"
"Mediterranean Society of Otology and Audiology",1,"11"
"Modern Language Association of America",1,"11"
"Multimed Inc.",1,"11"
"Mushroom Research Foundation",1,"11"
"National Centre of Excellence in Analytical Chemistry",1,"11"
"National Co-ordinating Centre for HTA",1,"11"
"Naval Academy Press",1,"11"
"Northeast University",1,"11"
"Odontiatriko Vima MEPE",1,"11"
"Polskie Towarzystwo Medycyny Sadowej i Kryminologii",1,"11"
"Science From Israel",1,"11"
"Sociedad Chilena De Quimica",1,"11"
"Sociedad Espanola de Ceramica y Vidrio",1,"11"
"Sociedad Espanola de Psicologia Juridica y Forense",1,"11"
"Societa Paleontologica Italiana",1,"11"
"Society for Psychotherapy Research (SPR - Italia)",1,"11"
"Sociologicky Ustav",1,"11"
"Southern Finance Association and the Southwestern Finance Association",1,"11"
"State Institution “Institute of Nephrology of the National Academy of Medical Sciences of Ukraine“",1,"11"
"State Medical Society of Wisconsin",1,"11"
"TelSoc",1,"11"
"Thai Society of Higher Eduation Institutes on Environment",1,"11"
"The Philosophy Centre of the University of Lisbon",1,"11"
"The Renaissance Society of America",1,"11"
"Turkiye Parazitoloji Dernegi",1,"11"
"Turner White Communications Inc.",1,"11"
"UHOD - Uluslararasi Hematoloji Onkoloji Dergisi",1,"11"
"University of Zilina",1,"11"
"Academy of Political Science",1,"10"
"Aerospace Medical Association",1,"10"
"American Society for Clinical Laboratory Science",1,"10"
"American Welding Society",1,"10"
"Association for Behavior Analysis",1,"10"
"Association for the Sociology of Religion",1,"10"
"Australian Breastfeeding Association",1,"10"
"Bengkalis: Jurusan Syariah dan Ekonomi Islam STAIN Bengkalis",1,"10"
"Brazilian Institute for Information in Science and Technology",1,"10"
"Centre for Maritime Research, MARE",1,"10"
"Chinese Research Institute of Radiowave Propagation",1,"10"
"Cukurova Univ Tip Fakultesi Psikiyatri Anabilim Dali",1,"10"
"Department of Educational Psychology, University of Calgary Press",1,"10"
"Departments of Economics of Universidad Nacional del Sur",1,"10"
"Disaster Advances",1,"10"
"Duzce University Medical School",1,"10"
"ECONOMIC ISSUES EDUCATION FUND",1,"10"
"Electrical Engineering Department,University of Nevada",1,"10"
"Entomological Society of Israel",1,"10"
"Episteme Health Inc.",1,"10"
"Ewha Womans Unversity",1,"10"
"Geological Society of Poland",1,"10"
"Greenwood Publishing Group Inc.",1,"10"
"Harvard School of Public Health",1,"10"
"Indonesian Mathematical Society (IndoMS)",1,"10"
"Institute of Forest Ecology of the Slovak Academy of Sciences",1,"10"
"Institute of Information Science",1,"10"
"Institute of Marine and Coastal Research ",1,"10"
"Instituto Superior de Psicologia Aplicada",1,"10"
"Iranian Statistical Society",1,"10"
"Irish Medical Association",1,"10"
"Komitet Badan Polarnych",1,"10"
"Korean Society for Food Science of Animal Resources",1,"10"
"KRK Ediciones",1,"10"
"Metropolitan University Prague",1,"10"
"Museo Argentino de Ciencias Naturales Bernardino Rivadavia",1,"10"
"NAVUS Revista de Gestão e Tecnologia",1,"10"
"Orhan Hacihasanoglu ITU Faculty of Architecture",1,"10"
"Penerbit UMS",1,"10"
"Persatuan Geologi Malaysia",1,"10"
"Postgraduate Medical Institute",1,"10"
"Revista Tecnica de la Facultad de Ingeniera",1,"10"
"Sadguru Publications",1,"10"
"Sapientia Publishing Group",1,"10"
"Savez Lekarskih Drustava SFR Jugoslavije",1,"10"
"ScienceMatters",1,"10"
"Servicio Nacional de Geologia y Mineria",1,"10"
"Sichuan Society for Biomedical Engineering",1,"10"
"Slovenian Medical Society / Croatian Medical Association",1,"10"
"S-N Publications",1,"10"
"Sociedade Brasileira de Geofisica",1,"10"
"Society for the Study of the Multi-Ethnic Literature of the United States",1,"10"
"Society of Materials Science Japan",1,"10"
"Sun Media Corporation",1,"10"
"Sveucilicte u Rijeci, Economiski Fakultet",1,"10"
"TC Biodiversity",1,"10"
"Technological Educational Institute of Athens",1,"10"
"The School of Electrical Engineering and Informatics, Institut Teknologi Bandung",1,"10"
"UNCTAD United Nations Conference on Trade and Development",1,"10"
"Universidade Federal de Campina Grande",1,"10"
"Universidade Federal de Sao Paulo",1,"10"
"Universidad Nacional Andres Bello",1,"10"
"Universitas Bangka Belitung",1,"10"
"University of Western Sydney",1,"10"
"Utilitas Mathematica Publishing Inc.",1,"10"
"Verlag Barbara Budrich",1,"10"
"Akademika Publishing",1,"9"
"Alexandria University",1,"9"
"American Finance Association",1,"9"
"Asia Life Sciences",1,"9"
"Asociacion Colombiana de Ornitologia",1,"9"
"Assumption University",1,"9"
"Beijing Foreign Studies Univ (BFSU)",1,"9"
"Bird Observers Club of Australia (BOCA)",1,"9"
"Contemporary Journal Concept Press",1,"9"
"Coppini",1,"9"
"Corporacion Universitaria Lasallista",1,"9"
"DR. P. R. YADAV",1,"9"
"Editura Universitatea Alexendru Ion Cuza",1,"9"
"EHESP Presses",1,"9"
"Faculdade de Economia, Administração e Contabilidade, Universidade de São Paulo",1,"9"
"Faculty of Arts of Charles University in Prague",1,"9"
"Federal Institute of Amapá (IFAP)",1,"9"
"Finnish Academy of Science and Letters",1,"9"
"Future Science",1,"9"
"Gene Therapy and Molecular Biology",1,"9"
"Greek Association of Agricultural Economists",1,"9"
"Gruppo Editoriale Internazionale Srl.",1,"9"
"Institute of Geotechnical Mechanics named by N. Polyakov of National Academy of Sciences of Ukraine",1,"9"
"Institute of Problems of Mechanical Engineering",1,"9"
"Instituto de Investigacion de Drogodependencias, Universidad Miguel Hernandez",1,"9"
"Instituto Nacional de Engenharia e Tecnologia Industrial",1,"9"
"Interior Design Educators Council",1,"9"
"International Forum of Management Scholars (INFOMS)",1,"9"
"Kerala Agricultural University",1,"9"
"Laval University, Department of Industrial Relations",1,"9"
"Malaysian Institute of Planners",1,"9"
"Military Operations Research Society",1,"9"
"Ministry of Communications & High Technologies Republic Azerbaijan",1,"9"
"Mount Allison University",1,"9"
"Narodni Muzeum",1,"9"
"Naturalis Biodiversity Center",1,"9"
"Nencki Institute of Experimental Biology",1,"9"
"North American Benthological Society",1,"9"
"Numdam (Numerisation de Documents Anciens Mathematiques)",1,"9"
"Nursing Praxis in N.Z.",1,"9"
"Polish Association of Environmental and Resource Economists",1,"9"
"Primary Care Respiratory Society UK",1,"9"
"Promacon",1,"9"
"PUC de Campinas",1,"9"
"Revue Sante Mentale au Quebec SMQ",1,"9"
"Schiffahrts Verlag Hansa",1,"9"
"Science Impact Publishers",1,"9"
"Sociedade Portuguesa de Alergologia e Imunologia Clinica",1,"9"
"Sociedad Espanola de Optica",1,"9"
"Society For Technical Communication",1,"9"
"Tanta University, Faculty of Engineering",1,"9"
"Turkish Biochemical Society",1,"9"
"University of Málaga",1,"9"
"Veetech Ltd.",1,"9"
"Acta Endocrinologica Foundation",1,"8"
"Adult Learning Australia",1,"8"
"Allergy Society of South Africa",1,"8"
"American Dental Hygienists Association",1,"8"
"Anakharsis",1,"8"
"Arachnologische Gesellschaft e.V.",1,"8"
"Associação Sul-Rio-Grandense de Pesquisadores em História da Educação",1,"8"
"Bahrain Medical Bulletin",1,"8"
"Canadian Dental Association",1,"8"
"Canadian Society for the Study of Education (CSSE)",1,"8"
"Centre for Studies in Social Justice, University of Windsor",1,"8"
"Comitato Glaciologico Italiano",1,"8"
"Committee of Metallurgy",1,"8"
"Consejo Mexicano de Investigacion",1,"8"
"Council Natal Museum",1,"8"
"Cushman Foundation",1,"8"
"Czech University of Life Sciences Prague",1,"8"
"Danesh Negaran Owj",1,"8"
"Department of Communication, Universitas Semarang",1,"8"
"Editions des Conservatoire et Jardin Botanique",1,"8"
"Editora Unisinos",1,"8"
"Entomological Society of Queensland",1,"8"
"Facultad de Economía Universidad Autónoma de Yucatán",1,"8"
"Faculty of Social Sciences, University of Ljubljana",1,"8"
"Fundacao Educacional Comunitaria Formiguense",1,"8"
"Fundacao Getulio Vargas",1,"8"
"Geological Society of Norway",1,"8"
"Hispanic Educational Technology Services",1,"8"
"Hong Kong Asiamed Publishing House",1,"8"
"Hungarian Communication Studies Association",1,"8"
"Independent Institute",1,"8"
"Instituto Javeriano de Vivienda y Urbanismo",1,"8"
"Inst. Univ. de Pesquisas do Rio de Janeiro",1,"8"
"International Rehabilitation Council for Torture Victims",1,"8"
"International Society for Southeast Asian Agricultural Sciences",1,"8"
"International Society of Precision Agriculture",1,"8"
"Interpretation, Inc.",1,"8"
"Istituto Italiano di Antropologia",1,"8"
"Japan Society for Food Engineering",1,"8"
"J.D. Sauerlander Verlag",1,"8"
"Medieval Academy of America",1,"8"
"Nanzan University",1,"8"
"National Association for the Teaching of English",1,"8"
"National Geological Library of China",1,"8"
"New Zealand Dental Association",1,"8"
"Parenteral Drug Association Inc.",1,"8"
"Philology Department, Universidad de Cadiz",1,"8"
"Pontificia Universidade Catolica de Sao Paulo",1,"8"
"Rehabilitacja Medyczna",1,"8"
"Research Square Publications",1,"8"
"Royal Society of South Australia Inc.",1,"8"
"Science Alert Journals",1,"8"
"Sociedad Geologica Mexicana",1,"8"
"Societe Royale Belge De Geographie",1,"8"
"South African Statistical Association",1,"8"
"South African Veterinary Association",1,"8"
"Stazione Zoologica Anton Dohrn",1,"8"
"STM Editores S.A",1,"8"
"Swiss Forestry Society",1,"8"
"Tijdschrift voor Geneeskunde",1,"8"
"Tire Society Inc.",1,"8"
"Universita' degli Studi di Roma 'La Sapienza'",1,"8"
"Universitat Autonoma de Barcelona, Seccio de Matematiques",1,"8"
"Universitat Salzburg",1,"8"
"University of Manitoba",1,"8"
"University of Nebraska at Lincoln",1,"8"
"University of Tras-os-Montes and Alto Douro",1,"8"
"York University",1,"8"
"Africa Magna Verlag",1,"7"
"American Academy of Psychiatry and the Law",1,"7"
"American Association of Family and Consumer Sciences (AAFCS)",1,"7"
"Asoc Cineforum L Atalante",1,"7"
"Asociacion de Quimicos del Instituto Quimico de Sarria",1,"7"
"Asociacion Espanola de Medicos Internos Residentes",1,"7"
"Association des Annales de l'Institut Fourier",1,"7"
"Association des Professeurs de Langues des Instituts Universitaires de Technologie (APLIUT)",1,"7"
"Association of College and Univesity Biology Educators",1,"7"
"Association of Medical Doctors Sanamed Novi Pazar",1,"7"
"Association of Private Enterprise Education",1,"7"
"Biological Society of Pakistan",1,"7"
"BOLEMA Departamento de Matematica",1,"7"
"Brazilian Journal of Education Technology and Society",1,"7"
"Canadian Acoustical Association",1,"7"
"Centro Brasileiro de Estudos em Saúde",1,"7"
"Centrum voor Studie en Documentatie van Latijns Amerika (CEDLA)Rilski Manastir",1,"7"
"CEPADE-Universidad Politecnica de Madrid",1,"7"
"CEPOAT-Universidad de Murcia",1,"7"
"Chem-Bio Informatics Society",1,"7"
"Construction Research Institute of Malaysia",1,"7"
"Council on Social Work Education",1,"7"
"Croatian Cartographic Society",1,"7"
"Department of Interdisciplinary Studies in Translation, Languages and Culture of the University of Bologna",1,"7"
"East Asian Economic Association",1,"7"
"Ecole Polytechnique de Montreal",1,"7"
"Ecological Society of Japan",1,"7"
"Editions Alphil-Presses universitaires suisses",1,"7"
"Elliott and Fitzpatrick, Inc.",1,"7"
"European Financial Management Association",1,"7"
"Evolutionary Ecology Research",1,"7"
"FLM Publishing Association",1,"7"
"Geologica Belgica",1,"7"
"Giovanni Fioriti Editore",1,"7"
"Griffith University Press",1,"7"
"Hallwag AG",1,"7"
"Hospital Universitário da Universidade de São Paulo",1,"7"
"Howard University",1,"7"
"Human Factors an Ergonomics Society Inc.",1,"7"
"Hungarian Geological Society",1,"7"
"Institute for Educational Research",1,"7"
"Institute of Applied Mathematics And Mechanics of the National Academy of Sciences of Ukraine",1,"7"
"Institute of Biotechnology and Genetic Engineering",1,"7"
"Institute of Clinical Pharmacology",1,"7"
"Instituto Geologico y Minero de Espana",1,"7"
"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira",1,"7"
"International OCSCO World Press",1,"7"
"Iranian Hydraulic Association (IHA)",1,"7"
"Japanese Society of Fisheries Oceanography",1,"7"
"Katholieke Universiteit, Instituut voor Culturele en Sociale Antropologie, University Of Nijmegen",1,"7"
"Korean Astronomical Society",1,"7"
"Korean Society of Anesthesiologists",1,"7"
"Lepidopterists' Society",1,"7"
"Library Association of Australia",1,"7"
"Mathematical Institute of Charles University",1,"7"
"McGill University, School fof Nursing",1,"7"
"Medicine Today Pty Ltd",1,"7"
"Museum Victoria",1,"7"
"Neotropical Bird Club",1,"7"
"Precast/Prestressed Concrete Institute",1,"7"
"Programa de Estudos Pós-graduados em Comunicação e Semiótica, Pontifícia Universidade Católica de São Paulo",1,"7"
"Royal Society of Western Australia Inc.",1,"7"
"Scott-Townsend Publishers",1,"7"
"Sdruzeni SCAN",1,"7"
"Slovak Academy of Sciences - Inst. Measurement Science",1,"7"
"Sociedade Brasileira de Automatica",1,"7"
"Sociedade de Olericultura do Brasil",1,"7"
"Sociedade Portuguesa de Pediatria",1,"7"
"Society for the Study of Symbolic Interaction (SSSI)",1,"7"
"Society of Well Log Analystists Inc.",1,"7"
"Statny Drevarsky Vyskumny Ustav",1,"7"
"The Aeronautical and Astronautical Society of the Republic of China",1,"7"
"The Korean Pain Society",1,"7"
"Theta Foundation",1,"7"
"Tijdschrift Sociologie",1,"7"
"UINSA Faculty of Science and Technology",1,"7"
"Union Matematica Argentina",1,"7"
"Universidad del Norte",1,"7"
"Universitat Autonoma de Barcelona, Departament de Traduccio i d'Interpretacio",1,"7"
"University of California Division of Agriculture and Natural Resources",1,"7"
"University of Waterloo",1,"7"
"Urban Planning Institute of the Republic of Slovenia",1,"7"
"Vaclav Skala Union Agency",1,"7"
"Veterinarski Fakultet",1,"7"
"Vydavatelstvi Karolinum",1,"7"
"Western Australian Herbarium",1,"7"
"Western Field Ornithologists",1,"7"
"AD Libros Publications Inc.",1,"6"
"Agricultural University of Iceland",1,"6"
"Agriculture.gr",1,"6"
"American Society for Quality",1,"6"
"Anthony J Jannetti, Inc.",1,"6"
"Arabian Gulf University",1,"6"
"Associacion Espanola de Economia Agraria",1,"6"
"Association for Financial Counseling and Planning Education",1,"6"
"Association for the Advancement of Psychotherapy Inc.",1,"6"
"Association for Vascular Access",1,"6"
"Association of Family and Conciliation Courts",1,"6"
"Association of Learned and Professional Society Publ.",1,"6"
"Australian Rock Art Research Association",1,"6"
"Biblioteca de la Universidad Complutense de Madrid",1,"6"
"Canadian Sociological Association/La Société canadienne de sociologie",1,"6"
"Cape Shoulder Institute",1,"6"
"Centro de estudios sobre la despoblacion y desarrollo de areas rurales",1,"6"
"China Ordnance Society",1,"6"
"Cornell University",1,"6"
"Courant Institute of Mathematics",1,"6"
"Croatian Geographical Society",1,"6"
"Croatian Pharmaceutical Society",1,"6"
"Dental Press Editora Ltda",1,"6"
"Departamento de Engenharia Agricola - UFCG/Cnpq",1,"6"
"Dept. of Communication and Creative Arts, Purdue University Calumet",1,"6"
"Deutsche Gesellschaft fur Geotechnik e V",1,"6"
"Earth Science Institute, Slovak Academy of Sciences",1,"6"
"Editions EDK",1,"6"
"Editora da P U C R S",1,"6"
"Editora do Centro Universitario Sao Camilo",1,"6"
"Editorial Office of Transactions of Materials and Heat Treatment",1,"6"
"Entomological Society of New Zealand",1,"6"
"Ernst & Sohn",1,"6"
"Escola de Ciência da Informação, Universidade Federal de Minas Gerais",1,"6"
"Escola de minas",1,"6"
"Escola Politécnica de Saúde Joaquim Venâncio, Fundação Oswaldo Cruz",1,"6"
"Escuela Politécnica Nacional (National Polytechnic School) of Ecuador",1,"6"
"Faculty of Arts and Sciences in Rijeka",1,"6"
"Faculty of Economics and Management CULS Prague",1,"6"
"Faculty of Humanities and Social Sciences, University of Rijeka",1,"6"
"Feminist Studies Inc.",1,"6"
"Fujita Medical Society",1,"6"
"German Society for Tropical Ecology",1,"6"
"Hampstead Psychological Associates",1,"6"
"Hanyang University",1,"6"
"Hosokawa Powder Technology Foundation",1,"6"
"Iligan Medical Center College",1,"6"
"Institute for Land Reclamation and Grassland Farming",1,"6"
"Institute of Economics of the Ural Branch of the Russian Academy of Sciences",1,"6"
"Institute of Malacology",1,"6"
"Institution of Russian Academy of Sciences, Image Processing Systems Institute of RAS",1,"6"
"Institut National de la Research Scientifique",1,"6"
"Instituto de Biociencias",1,"6"
"International Association of Lowland Technology",1,"6"
"International Information Institute",1,"6"
"International Seminar on Urban Form",1,"6"
"Ivan Franko National University of Lviv",1,"6"
"Karolinum - Nakladatelstvi Univerzity Karlovy",1,"6"
"Korean Society of Mycology",1,"6"
"Kruzak",1,"6"
"Medical Association of Thailand",1,"6"
"Medicinski Pregled",1,"6"
"Nagoya University, School of Medicine",1,"6"
"National Association of School Psychologists",1,"6"
"National Documentation Center",1,"6"
"National Head Start Association (NHSA)",1,"6"
"National Library of Ukraine Vernadsky",1,"6"
"National Strategy Information Center",1,"6"
"National Veterinary Research Institute",1,"6"
"Netherlands Society of Intensive Care",1,"6"
"Nordic Council for Alcohol and Drug Research (NAD)",1,"6"
"Obsidiana Editores",1,"6"
"Office International des Epizooties",1,"6"
"Organization of Nematologists of Tropical America",1,"6"
"Osterreichischer Agrarverlag GmbH",1,"6"
"Oxfordshire Publishers",1,"6"
"Pakistan Paediatric Association",1,"6"
"Palacky University",1,"6"
"Perkin - Elmer Corp.",1,"6"
"Pesticide Science Society of Japan",1,"6"
"Philippine Society of Otolarygology Head & Neck Surgery",1,"6"
"Quench Academy of Medical Education and Research (QAMER)",1,"6"
"Revista de Nutricao",1,"6"
"Scandinavian Society for Laboratory Animal Science",1,"6"
"Scientific Press (SCIPRE)",1,"6"
"SIGEF International Association for Fuzzy-Set Management and Economy",1,"6"
"Slovak University of Technology in Bratislava",1,"6"
"Sociedade Brasileira de Engenharia Biomedica",1,"6"
"Sociedade Brasileira de Fisiologia Vegetal",1,"6"
"Societa Editrice Universo",1,"6"
"Societe Hydrotechnique de France",1,"6"
"Society of Legal Scholars",1,"6"
"Solca (Society for the Fight against Cancer)",1,"6"
"South African Institute of Civil Engineers",1,"6"
"Statistical Economic and Social Research and Training Centre for Islamic Countries",1,"6"
"STIKES Aisyah Pringsewu Lampung",1,"6"
"Taehan Kamyom Hakhoe, Taehan Hwahak Yopop Hakhoe",1,"6"
"Tata Institute of Social Sciences",1,"6"
"Technological University of Panama",1,"6"
"The Biochemical Society of the Republic of Korea",1,"6"
"The Mind Lab ePress",1,"6"
"The Serbian Society for Computational Mechanics (SSCM)",1,"6"
"Tree Ring Society",1,"6"
"Universidad Nacional de Cordoba",1,"6"
"Universidad Nacional del Centro de la Provincia de Buenos Aires",1,"6"
"University of Bath",1,"6"
"University of Belgrade, Faculty of Veterinary Medicine",1,"6"
"University of New South Wales",1,"6"
"University of North Carolina at Chapel Hill",1,"6"
"University of Pretoria",1,"6"
"Wydawnictwo Politechniki Lodzkiej",1,"6"
"Zhejiang da xue xue bao bian ji bu",1,"6"
"Znanstveno Raziskovalno Sredisce Republike Slovenije",1,"6"
"A B Academic Publishers",1,"5"
"Aboriginal Studies Press",1,"5"
"Adis International",1,"5"
"American Association of Swine Veterinarians",1,"5"
"American Veterinary Dental Society",1,"5"
"Applied Regional Science Conference",1,"5"
"Asociacion de Antropologos Iberoamericanos en Red",1,"5"
"Asociacion de Geografos Espanoles",1,"5"
"Asociacion Espanola de Psicologia Clinica y Psicopatologia",1,"5"
"Asociacion Regional de Dialisi y Transplantes Renales",1,"5"
"Associacao Nacional de Pos-Graduacao e Pesquisa em Ciencias Sociais - ANPOCS",1,"5"
"Association Carnets de Geologie",1,"5"
"Association of Biotechnology and Pharmacy",1,"5"
"Association of Pharmaceutical Innovators",1,"5"
"Australian Computer Society",1,"5"
"Australian Curriculum Studies Association Inc.",1,"5"
"Australian Society for the Study of Labour History",1,"5"
"Avens Publishing Group",1,"5"
