"Publishers","Journals"
"International Center for Tropical Agriculture (CIAT)",1
"International Bullying Prevention Association",1
"International Biometrics Society",1
"International Bee Research Association",1
"International Atomic Energy Agency (IAEA)",1
"International Association of Genocide Scholars",1
"International Association for Statistics Education (IASE)",1
"International Association for Landscape Ecology, Region Deutschland",1
"International Association for Court Administration",1
"International Archives of Integrated Medicine",1
"International Applied Computing & Applications publisher",1
"International Academy of Theoretical and Applied Sciences",1
"Interdisziplinäre Veröffentlichungen",1
"Intelligent Transportation Systems Council",1
"Instytut Podstaw Informatyki",1
"Instytut Paleobiologii",1
"Instrumentation and Measurement Society",1
"Institutul de Chimie",1
"Institutul National de Cercetare-Dezvoltare in Constructii, Urbanism si Dezvoltare Teritoriala Durabila  (URBAN-INCERC)",1
"Institutt for kulturstudier og orientalske språk",1
"Instituto de Filosofía Alejandro Korn FILO:UBA",1
"Instituto para o Desenvolvimento da Gestão Empresarial, Projectos",1
"Instituto de la Vivienda",1
"Instituto de la Grasa",1
"Instituto de Língua Portuguesa do Liceu Literário Portuguê",1
"Instituto de Investigaciones de Sanidad Vegetal",1
"Instituto de Investigaciones Marinas y Costeras (INVEMAR)",1
"Instituto de Investigaciones Gino Germani",1
"Instituto de História Económica e Social",1
"Instituto de História Contemporânea",1
"Instituto de Gestão e das Organizações da Saúde",1
"Instituto de Geografía",1
"Instituto de Geociências e Ciências Exatas",1
"Instituto de Geociências",1
"Instituto de Física de Líquidos y Sistemas Biológicos (IFLYSIB)",1
"Instituto de Filosofía",1
"Instituto de Filosofia da NOVA",1
"Instituto de Estudos Medievais (IEM)",1
"Instituto de Estudios Sociales Avanzados",1
"Instituto de Estudios Gallegos Padre Sarmiento",1
"Instituto de Estudios Documentales sobre Ciencia y Tecnología",1
"Instituto de Estudios Avanzados",1
"Instituto de Economía, Geografía y Demografía",1
"Instituto de Ecología y Sistemática",1
"Instituto de Cultura Jurídica y Maestría en Sociología Jurídica",1
"Instituto de Ciências da Saúde",1
"Instituto de Ciências Sociais",1
"Instituto de Ciéncies del Mar de Barcelona",1
"Instituto de Ciencias de la Familia",1
"Instituto de Ciencias Sociales y Administración",1
"Instituto de Arqueologia",1
"Instituto de Altos Estudios Nacionales",1
"Instituto da Defesa Nacional",1
"Instituto Universitário de Lisboa",1
"Instituto Universitario de la Paz",1
"Instituto Universitario La Corte en Europa",1
"Instituto Teológico de Cáceres",1
"Instituto Superior del Profesorado N°3 ""Eduardo Lafferriere""",1
"Instituto Superior de Psicologia Aplicada (ISPA)",1
"Instituto Superior de Formación Docente Salomé Ureña",1
"Instituto Superior de Contabilidade e Administração do Porto",1
"Instituto Superior de Ciências de Educação Superior do Huambo",1
"Instituto Politécnico de Santarém",1
"Instituto Politécnico de Castelo Branco",1
"Instituto Politécnico de Bragança",1
"Instituto Politécnico da Guarda",1
"Instituto Pirenaico de Ecología",1
"Instituto Nacional de Recursos Biológicos, Instituto Nacional de Investigação Agrária",1
"Instituto Nacional de Estatística",1
"Instituto Nacional de Estadística y Censos",1
"Instituto Federal do Amapá (Ifap)",1
"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",1
"Instituto Brasileiro de Direito Processual Penal",1
"Institutionen för teknik och samhälle",1
"Institute of the History of Medicine",1
"Institute of World Economics and Politics",1
"Institute of Urban Studies",1
"Institute of Special Education and Rehabilitation",1
"Institute of Sociology",1
"Institute of Sociology",1
"Institute of Social Sciences Ivo Pilarences Ivo Pilar",1
"Institute of Serbian Culture",1
"Institute of Security, Defence and Peace",1
"Institute of Research for Technology Development",1
"Institute of Public Finance",1
"Institute of Psychiatry, Psychology & Neuroscience",1
"Institute of Philosophy and Sociology",1
"Institute of Pesticides and Environmental Protection",1
"Institute of Oncology, Sremska Kamenica",1
"Institute of Oncology Ljubljana",1
"Institute of Noise Control Engineering of the USA",1
"Institute of Navigation",1
"Institute of Molecular Biology and Genetics",1
"Institute of Metallurgy and Materials Science",1
"Institute of Mental Health",1
"Institute of Mechanics",1
"Institute of Mathematics",1
"Institute of Mathematics",1
"Institute of Literary Research",1
"Institute of Intergovernmental Relations",1
"Institute of Information and Communication Technologies",1
"Institute of Hydro-Engineering",1
"Institute of Historical Research",1
"Institute of Geophysics",1
"Institute of Geography",1
"Institute of Fundamental Technological",1
"Institute of French Studies",1
"Institute of Fisheries of the National Academy of Agrarian Sciences",1
"Institute of Field and Vegetable Crops",1
"Institute of Experimental Pharmacology",1
"Institute of Environmental Engineering",1
"Institute of Electrical Engineers of Japan",1
"Institute of Economic Forecasting",1
"Institute of Development Studies",1
"Institute of Czech Language and Theory of Communication",1
"Institute of Computational Social Sciences",1
"Institute of Comparative Law",1
"Institute of Botany",1
"Institute of Biomedical Chemistry",1
"Institute of Arctic and Alpine Research",1
"Institute of Architecture and Urban and Spatial Planning of Serbia",1
"Institute of Archaeology",1
"Institute of Archaeologists of Ireland",1
"Institute of Accounting and Finance",1
"Institute for the Protection of Cultural Monuments of Belgrade",1
"Institute for Slavic Studies",1
"Institute for Research and European Studies - Bitola",1
"Institute for Research and Development in Industry",1
"Institute for Research and Community",1
"Institute for Promoting Research & Policy Development",1
"Institute for Nuclear Security",1
"Institute for Nature Conservation of Serbia",1
"Institute for Hate Studies",1
"Institute for Education Policy Studies",1
"Institute for Bioethics & Health Humanities",1
"Institute for Animal Husbandry",1
"Institute for Advanced Study",1
"Institut za medicinska istraživanja i medicinu rada",1
"Institut za hrvatski jezik i jezikoslovlje;",1
"Institut za Humanu Rehabilitaciju",1
"Institut za Filozofiju i Drustvenu Teoriju Beograd",1
"Institut für Werkstoffwissenschaften und -technologien",1
"Institut für Sprache und Kommunikation",1
"Institut für Softwaretechnik und Theoretische Informatik",1
"Institut für Qualitative Forschung",1
"Institut für Energie- und Automatisierungstechnik",1
"Institut für Dokumentologie und Editorik",1
"Institut für Bauingenieurwesen",1
"Institut franco-allemand de sciences historiques et sociales",1
"Institut for Design og Kommunikation",1
"Institut de Ciències de l'Educació",1
"Institut National d'Histoire de l'Art",1
"Institut Marocain de l'Information Scientifique et Technique (IMIST)",1
"Institut Ilmu Kesehatan STRADA Indonesia",1
"Institut Français d'Etudes Andines (IFEA)",1
"Institut For Kultur og Samfund",1
"Institut Botànic de Barcelona",1
"Institut Agama Islam Ma'arif NU Metro Lampung",1
"Institución Universitaria Pascual Bravo",1
"Inovacus Publication",1
"Inovacao Empresarial e do Trabalho",1
"Information Literacy Group",1
"Informador Técnico",1
"Informaatiotutkimuksen yhdistys - ITY ry",1
"Industry Applications Society",1
"Industrial Engineering Department",1
"Industrial Electronics Society",1
"Indo-Pacific Journal of Phenomenology",1
"Indiana University Mathematics Journal",1
"Indiana Library Federation",1
"Indian Society of Medical and Paediatric Oncology",1
"Indian Society of Gastroenterology (ISG)",1
"Indian Pharmaceutical Association",1
"Indian Association of Cardiovascular Thoracic Anaesthesiologists",1
"Independent Journal of Management and Production",1
"Incesant Nature Science Publishers",1
"In the Library with the Lead Pipe",1
"Immobilien und Facility Management",1
"Immigrant Institutet",1
"Imaging Science Group",1
"Il Denaro Group",1
"Ichthyological Society of Japan",1
"Iberoamerican Journal of Medicine",1
"ITER Press",1
"ISEKI Food Association (IFA)",1
"IRENET",1
"INCAS",1
"INALCO",1
"IM Publications Open",1
"ILIRIA College",1
"IKER (Centre de recherche sur la langue et les textes basques)",1
"IJSER Publications",1
"IJPHY Publisher",1
"IJMESS International Publishers",1
"IJECM Pub UK",1
"IJCSI Press",1
"IIETA",1
"IDJRA Group",1
"IBFD",1
"IBERAMIA",1
"IARS' Press Australia (International Association of Research Scholars)",1
"I. I. Schmalhausen Institute of Zoology",1
"he Chookaszian Accounting Research Center",1
"Hämeen ammattikorkeakoulu (Häme University of Applied Sciences)",1
"Hygeia Press di Corridori Marinella",1
"Hungarian Society of Archaeology and Art History",1
"Hungarian Scientific Society of Surgeons",1
"Hungarian Psychological Association",1
"Hungarian Academy of Sciences, Social Science Research Center, Institute of Sociology",1
"Humboldt in the Net",1
"Hrvatskog kardiološkog društva",1
"Hrvatsko udruženje za americke studije",1
"Hrvatsko statisticko društvo",1
"Hrvatsko meteorološko društvo",1
"Hrvatsko knjižnicarsko društvo",1
"Hrvatsko geografsko društvo",1
"Hrvatsko društvo za medicinsku biokemiju",1
"Hrvatsko društvo za Geometriju I Grafiku",1
"Hrvatsko biološko društv",1
"Hrvatski zbor fizioterapeuta",1
"Hrvatski restauratorski zavod",1
"Hrvatski prirodoslovni muzej",1
"Hrvatski geološki institut",1
"Hrvatski Institut za Povijest",1
"Hrvatske akademije znanosti i umjetnosti",1
"Hrvatska udruga istraživaca djecje književnosti ili skraceno",1
"Hrvatska mljekarska udruga",1
"Howard League for Penal Reform",1
"Hospital de Clínicas de Itajuba",1
"Horticulture and Forestry Society from Transylvania",1
"Horizon Publisher India (HPI)",1
"Hong Kong Public Administration Association",1
"Hong Kong Institute of Steel Construction",1
"Hong Kong Economic Association",1
"Hombre, Ciencia y Tecnología",1
"Homage Educational Publishers",1
"History and Archaeology Section",1
"Historical Association",1
"Histochemical Society",1
"Higher Education Evaluation and Accreditation Council of Taiwan",1
"High Economic School of Applied Studies Pec, Leposavic",1
"Hellenic Centre for Marine Research",1
"Hegeler Institute",1
"Heat Transfer Division",1
"Health Libraries Group",1
"Harvard University Press",1
"Harvard University",1
"Hapres",1
"Hansard Society",1
"HFSP Publishing",1
"HAU Society for Ethnographic Theory",1
"H.Skovoroda Institute of Philosophy of the NAS of Ukraine",1
"Gypsy Lore Society",1
"Gyldendal Akademisk (Gyldendal Academic)",1
"Gwerddon",1
"Gruppo Italiano Frattura",1
"Gruppo Interdisciplinare di Storia delle Idee",1
"Grupo de investigación Comunicación y Públicos Específicos",1
"Grupo de investigación ""Estudios sociales y humanistas en actividad física y deporte""",1
"Grupo de Pesquisa em Teoria Crítica e Hermenêutica (GPTEcH)",1
"Grupo de Investigación Ética, política y derechos humanos en la sociedad tecnológica",1
"Grupo de Investigación SinoELE",1
"Grupo de Investigación Innoeduca",1
"Grupo de Investigación Análisis de la Recepción de las Pantallas Audiovisuales",1
"Grupo de Estudios de Relaciones Internacionales",1
"Grupo Docentes 2.0 C.A.",1
"Grupo Comunicar",1
"Grupo Complutense de Investigación en Didáctica de las Matemáticas",1
"Groupe de recherches et d'études sur le livre au Québec",1
"Groupe de recherche en Littératie Médiatique Multimodale",1
"Grodno Sate Medical University",1
"Greenwich Maths Centre",1
"Green World Journal",1
"Greek National Center of Social Research",1
"Grassroots Institute",1
"Graduate Institute of International and Development Studies",1
"Gori State Teaching University",1
"Gonzaga Library Publishing",1
"Gomal Medical College, D.I.Khan",1
"Goethe-Universität",1
"Global Society of Scientific Research and Researchers",1
"Global Journal of Environmental Science and Management",1
"Global Academic Nursing",1
"Glasgow Mathematical Journal Trust",1
"Gigabyte Journal",1
"Ghent University",1
"Gexin Publications",1
"Gesellschaft für Wissenschaftsgeschichte",1
"Gesellschaft für Regionalforschung",1
"Gesellschaft für Information",1
"German Institute for Japanese Studies Tokyo",1
"Geophysics Online",1
"Geology and Petroleum Engineering",1
"Geological Survey of Denmark and Greenland",1
"Geological Society of Finland",1
"Geological Society of China",1
"Geographical Society of New South Wales",1
"Geographical Society of Ireland",1
"Geochemistry Division",1
"GeoScienceWorld",1
"Gembloux Agro-Bio Tech",1
"Gdansk University of Physical Education and Sport",1
"Gazi Üniversitesi",1
"Gazeta de Antropologia",1
"Gazeta Médica",1
"Gazdaságtudományi Kar",1
"Gabinete de Investigação e Acção Social",1
"Gabinete de Estudos a&b",1
"GESDAV (Foundation for Education, Health, Social Cooperation and Solidairty of the People of the Gulhane)",1
"GDEON",1
"fEDOA",1
"Förvaltningshögskolan",1
"Future Science",1
"Future Energy Service and Publishing",1
"Fundação de Filosofia, Ciências e Letras de Mandaguari",1
"Fundação Eng. António de Almeida",1
"Fundación iS+D para la Investigación Social Avanzada",1
"Fundación Universitaria Konrad Lorenz",1
"Fundación MenteClara",1
"Fundación Grupo para la Investigación, Formación y Edición Transdisciplinar",1
"Fund for the Replacement of Animals in Medical Experiments (FRAME)",1
"French Society of Intensive Care",1
"Fountain University, Osogbo",1
"Foundation of Nursing Studies (FONS)",1
"Foundation of Computer Science",1
"Foundation for Student Science and Technology",1
"Foundation for Rehabilitation Information",1
"Foundation for Open Access Statistic",1
"Foundation Pro Scientia Publica",1
"Forum Kunst und Markt",1
"Fortune Publishing",1
"Formosan Medical Association",1
"Formifarma",1
"Forest Products Society",1
"Foreningen Danmarks Folkeminder",1
"Fondazione Istituto Carlo Cattaneo",1
"Florida State University",1
"Florida International University",1
"Florida Entomological Society",1
"Flinders University",1
"Fjell-forsk-nett",1
"Fisheries Society of the British Isles",1
"Finnish Society for Science and Technology Studies",1
"Finnish Peatland Society",1
"Finnish Mycological Society (Suomen Sieniseura)",1
"Finnish Historical Society",1
"Finnish Association of Speech and Language Research",1
"Figura, le Centre de recherche sur le texte et l’imaginaire",1
"Festival Architettura Edizioni",1
"Ferrata Storti Foundation",1
"Feem-Fondazione Eni Enrico Mattei",1
"Federation of Clinical Immunology Societies",1
"Federation of American Society of Experimental Biology (FASEB)",1
"Federal University of Juiz de Fora",1
"Fakulteti i Filologjisë dhe i Edukimit",1
"Fakultas Teknologi Informasi dan Komunikasi",1
"Fakultas Teknologi Industri, Prodi Teknik Kimia",1
"Fakultas Psikologi",1
"Fakultas Kedokteran",1
"Fakultas Ilmu Komputer",1
"Fakultas Ilmu Komputer",1
"Fakultas Hukum",1
"Fakulta Socialnich Ved",1
"Faculty of Journalism, Information, and Book Studies",1
"Faculty of Veterinary Medicine",1
"Faculty of Veterinary Medicine",1
"Faculty of Tourism and Hospitality Management",1
"Faculty of Theology",1
"Faculty of Theology",1
"Faculty of Technics and Technologies",1
"Faculty of Technical Sciences",1
"Faculty of Teacher Training and Education",1
"Faculty of Sport and Tourism",1
"Faculty of Sport and Physical Education",1
"Faculty of Sexual and Reproductive Healthcare",1
"Faculty of Security Studies",1
"Faculty of Science",1
"Faculty of Science",1
"Faculty of Public Health",1
"Faculty of Psychology",1
"Faculty of Political Sciences",1
"Faculty of Polish Studies",1
"Faculty of Physical Culture",1
"Faculty of Philosophy",1
"Faculty of Philosophy",1
"Faculty of Philosophy",1
"Faculty of Pedagogy",1
"Faculty of Organization and Informatics",1
"Faculty of Occupational Medicine",1
"Faculty of Natural Sciences and Mathematics",1
"Faculty of Natural Sciences and Mathematics",1
"Faculty of Mining and Geology",1
"Faculty of Medicine Osijek",1
"Faculty of Medicine",1
"Faculty of Medicine",1
"Faculty of Medicine",1
"Faculty of Medical Sciences",1
"Faculty of Medical Sciences",1
"Faculty of Mechanical Engineering and Naval Architecture",1
"Faculty of Mechanical Engineering",1
"Faculty of Mechanical Engineering",1
"Faculty of Mathematics and Natural Sciences",1
"Faculty of Materials Science and Technology",1
"Faculty of Maritime Studies",1
"Faculty of Maritime Studies",1
"Faculty of Law",1
"Faculty of Law",1
"Faculty of Law",1
"Faculty of Law",1
"Faculty of Law",1
"Faculty of Law",1
"Faculty of Health and Life Sciences",1
"Faculty of Geography",1
"Faculty of Geography",1
"Faculty of Forestry and Wood Technology",1
"Faculty of Foreign Languages",1
"Faculty of Food Technology and Biotechnology",1
"Faculty of Engineering",1
"Faculty of Engineering",1
"Faculty of Engineering",1
"Faculty of Engineering",1
"Faculty of Education and Rehabilitation Sciences",1
"Faculty of Education",1
"Faculty of Education",1
"Faculty of Education",1
"Faculty of Education",1
"Faculty of Education",1
"Faculty of Economics-Skopje",1
"Faculty of Economics and Political Science",1
"Faculty of Economics and Business",1
"Faculty of Economics",1
"Faculty of Economics",1
"Faculty of Economics",1
"Faculty of Economics",1
"Faculty of Economics",1
"Faculty of Economic Sciences",1
"Faculty of Cultures and Languages",1
"Faculty of Computers and Artificial Intelligence",1
"Faculty of Civil Engineering",1
"Faculty of Civil Engineering",1
"Faculty of Civil Engineering",1
"Faculty of Business Economy and Entrepreneurship",1
"Faculty of Business Economics and Entrepreneurship",1
"Faculty of Biotechnology and Food Sciences",1
"Faculty of Arts and Social Sciences",1
"Faculty of Arts",1
"Faculty of Arts",1
"Faculty of Arts",1
"Faculty of Architecture",1
"Faculty of Agronomy",1
"Faculty of Agrobiology and Food Resources",1
"Faculty of Agriculture",1
"Faculty of Agriculture",1
"Faculty of Agriculture",1
"Faculty for the Psychology of Older People",1
"Faculty for Special Education and Rehabilitation",1
"Faculty for People with Intellectual Disabilities",1
"Faculty for Children, Young People & their Families",1
"Facultatea de Stiinte Politice",1
"Facultad de ciencias de la Educacion",1
"Facultad de Teología",1
"Facultad de Psicología",1
"Facultad de Psicología",1
"Facultad de Odontologia",1
"Facultad de Letras y Ciencias Humanas",1
"Facultad de Letras (Vitoria-Gasteiz), Departamento de Historia del Arte y Música",1
"Facultad de Lenguas",1
"Facultad de Ingeniería Mecánica",1
"Facultad de Humanidades y Ciencias Sociales",1
"Facultad de Humanidades",1
"Facultad de Geografía e Historia",1
"Facultad de Geografía e Historia",1
"Facultad de Filosofía y Letras",1
"Facultad de Filosofía y Letras",1
"Facultad de Filosofía y Humanidades",1
"Facultad de Filosofía y Humanidades",1
"Facultad de Filología",1
"Facultad de Filologia",1
"Facultad de Educación",1
"Facultad de Derecho y Ciencias sociales",1
"Facultad de Derecho",1
"Facultad de Derecho",1
"Facultad de Ciencias de la Salud",1
"Facultad de Ciencias de la Información",1
"Facultad de Ciencias de la Educacion",1
"Facultad de Ciencias Políticas y Sociales",1
"Facultad de Ciencias Jurídicas y Sociale",1
"Facultad de Ciencias Jurídicas y Políticas",1
"Facultad de Ciencias Humanas",1
"Facultad de Ciencias Biológicas",1
"Facultad de Ciencias Agrícolas",1
"Facultad de Ciencias Agropecuarias",1
"Facultad de Biologia",1
"Facultad de Arquitectura, Urbanismo y Diseño",1
"Facultad de Agronomía",1
"Faculdade de Letras",1
"Faculdade de Letras",1
"Faculdade de Educação",1
"Faculdade de Educação",1
"Faculdade de Economia",1
"Faculdade de Ciências e Letras",1
"Faculdade de Ciências Sociais",1
"Facoltà di Lettere e Filosofia",1
"FRACISOMED-LV (Fraternidad Académica-Científica-Social Médica Luz y Vida)",1
"FINFAR",1
"FDI World Dental Federation",1
"eLife Sciences Publications",1
"e-Content Management",1
"Exercise Fitness and Health Alliance",1
"Evolutionary Ecology",1
"Everscience Publications",1
"Eusko Ikaskuntza - Basque Studies Society",1
"Euskal Herriko Unibertsitatea",1
"European Society for Textual Scholarship",1
"European Society for Paediatric Nephrology",1
"European Research Network in Vocational Education and Training",1
"European Regional Science Association (ERSA)",1
"European Orthopaedic Research Society (EORS)",1
"European Organisation for Caries Research",1
"European Mineralogial Union",1
"European Microwave Association (EuMA)",1
"European Medical Writers Association",1
"European Marketing Academy",1
"European Law Faculties Association",1
"European Journal of Entomology",1
"European Food Safety Authority",1
"European Federation of Psychologists’ Associations",1
"European Federation of Adapted Physical Activity",1
"European Centre for Minority Issues",1
"European Centre for Disease Prevention and Control",1
"European Business School Zagreb",1
"European Association of Social Anthropologists",1
"European Association of Science Editors",1
"European Association of Psychological Assessment",1
"European Association of Fish Pathologists",1
"European Association for Health Information and Libraries",1
"European Association for Decision Making",1
"European Association for Aquatic Mammals",1
"European Agricultural and Applied Economics Publications Foundation",1
"Eurochem Publishing",1
"Eugen Ulmer KG",1
"Estudos Culturais",1
"Eskisehir Osmangazi University",1
"Escuela de Teología, Filosofía y Humanidades",1
"Escuela de Postgrados de la Fuerza Aérea",1
"Escuela de Historia",1
"Escuela de Estudios Hispano-Americanos de Sevilla",1
"Escuela Superior Politécnica de Chimborazo",1
"Escola de Engenharia",1
"Escola de Comunicações e Artes",1
"Escola Superior de Tecnologia da Saúde de Lisboa",1
"Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa",1
"Escola Superior de Propaganda e Marketing (ESPM)",1
"Escola Superior de Educação de Paula Frassinetti (ESEPF)",1
"Escola Superior de Educação",1
"Escola Superior de Educação",1
"Escola Superior de Comunicacão Social",1
"Escola Superior de Artes Aplicadas",1
"Erdkunde",1
"Entomological Society of Japan",1
"Entomological Society of Canada (La Société D'Entomologie du Canada)",1
"Enterprise Sadeg",1
"Engineering, Technology and Applied Science Research (ETASR)",1
"EmásF",1
"Emory University",1
"Emine",1
"Eleven International Publishing",1
"Elektrotehnicki Fakultet",1
"Elektroniczna BIBlioteka (EBIB Association)",1
"Electronics and Telecommunications Research Institute (ETRI)",1
"Electronics Packaging Society",1
"Electronic Research Journal of Social Sciences and Humanities",1
"Electronic Journal of Combinatorics",1
"Electronic Device Failure Analysis Society",1
"Electrical Engineering Institute 'Nikola Tesla'",1
"Elections, Public Opinion, and Voting Behavior Section",1
"El Col·legi Oficial de Bibliotecaris i Documentalistes de la Comunitat Valenciana",1
"El Colegio de México",1
"Ekonomiaz",1
"Ehquidad",1
"Egede Instituttet",1
"Educational and Research Institute",1
"Educational Leadership, Policy, and Human Development",1
"Education and Upbringing Publishing",1
"Education Technologias de la Infromacion y la Comunicacion",1
"Education Society",1
"Edições Universidade Fernando Pessoa",1
"Edição própria",1
"Edizioni Università di Cassino",1
"Editura Fundatiei Romania de Maine",1
"Editura Economica",1
"Editura ASE",1
"Editorial board of Danish Journal of Archaeology",1
"Editorial Tecnocientífica Americana",1
"Editorial Delirio",1
"Editora UFMS",1
"Editions IARSIC",1
"Edinburgh Centre for Medical Anthropology",1
"Economists for Peace and Security (UK)",1
"Economics Institute",1
"Economics Bulletin",1
"Economic Issues Education Trust",1
"Ecological Society of Korea",1
"Ecological Society of Japan",1
"Ebioscholar",1
"Eberhard Karls Universität Tübingen",1
"Eastern and Western Association Liver Tumors",1
"Eastern Mennonite University",1
"Earthquake Engineering Research Institute",1
"Early Medieval China Group",1
"EXARC",1
"ESG",1
"EPL Association",1
"ENAG Editions",1
"EJT consortium",1
"EDUCAUSE",1
"EDMETIC",1
"ECSA Austria (European Communities Studies Association Austria)",1
"E-Researchco",1
"Département des Sciences de l'Antiquité",1
"Département de littérature, théâtre et cinéma",1
"Dynamic Systems and Control Division",1
"Društvo povjesnicara umjetnosti Hrvatske",1
"Drustvo ekonomista 'Ekonomika' (Society of Economists 'Ekonomika')",1
"Dr Abha Foundation",1
"Dogus Üniversitesi",1
"Doxa Comunicación",1
"Documenta Mathematica",1
"Djokosoetono Research Center",1
"Dis Hekimligi Fakültesi",1
"Divison of Environmental Geosciences",1
"Division of Sport and Exercise Psychology",1
"Division of Sociology, Social Work, Social Policy",1
"Division of Occupational Psychology",1
"Division of Neuropsychology",1
"Division of Health Psychology",1
"Division of Forensic Psychology",1
"Division of Educational & Child Psychology",1
"Division of Counselling Psychology",1
"Division of Clinical Psychology",1
"Division of Chemical Health and Safety",1
"Division of Chemical Education",1
"Division of Academics, Researchers and Teachers in Psychology",1
"Division IV Engineering Sciences",1
"Division 5: Society for Qualitative Inquiry in Psychology",1
"Division 54: Society of Pediatric Psychology",1
"Division 53: Society of Clinical Child and Adolescent Psychology",1
"Division 52: International Psychology",1
"Division 44: Society for the Psychological Study of Lesbian, Gay, Bisexual, and Transgender Issues",1
"Division 41: American Psychology-Law Society",1
"Disputatio Editions",1
"Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo (SAGAS)",1
"Dipartimento di Sociologia e Diritto dell'Economia",1
"Dipartimento di Scienze per la Qualità della Vita",1
"Dipartimento di Scienze Statistiche",1
"Dipartimento di Scienze Giuridiche",1
"Dipartimento di Mathematica",1
"Dipartimento di Filosofia e Comunicazione",1
"Dipartimento di Discipline Umanistiche, Sociali e delle Imprese Culturali",1
"Dinâmia’CET-IUL",1
"Digital ProScholar Media",1
"Digital Peer Publishing NRW (DiPP-NRW)",1
"Digital Media and Interaction Research Centre",1
"Digital Information Research Foundation",1
"Digital Curation Centre",1
"Dielectrics and Electrical Insulation Society",1
"Didáctica Geográfica",1
"Dickson Poon School of Law",1
"Diagnosis Press",1
"Diabetes UK",1
"Deutsches Institut für Bautechnik",1
"Deutscher Verband für Angewandte Geographie",1
"Deutsche Region der Internationalen Biometrischen Gesellschaft (IBS-DR)",1
"Deutsche Mineralogische Gesellschaft",1
"Deutsche Gesellschaft für Säugetierkunde",1
"Deutsche Gesellschaft für Erziehungswissenschaft",1
"Deutsche Gesellschaft fu¨r Ana¨sthesiologie und Intensivmedizin",1
"Deptartment of Philosophy",1
"Departmento de Literatura Española",1
"Department of Trade and International Business",1
"Department of Spanish Literature, Theory of Literature and Comparative Literature",1
"Department of Social Sciences",1
"Department of Science Education",1
"Department of Psychiatry and Behavioral Sciences",1
"Department of Psychiatry",1
"Department of Portuguese and Brazilian Studies",1
"Department of Physics and Astronomy",1
"Department of Philosophy",1
"Department of Peace Studies and International Development",1
"Department of Mathematics",1
"Department of Mathematics",1
"Department of Mathematics",1
"Department of Mathematics",1
"Department of Mathematics",1
"Department of Mathematics",1
"Department of Linguistics",1
"Department of Library and Information Sciences",1
"Department of Legal Studies",1
"Department of History and Archaeology",1
"Department of Government",1
"Department of Geophysics",1
"Department of Geography",1
"Department of General Linguistics",1
"Department of Gender Studies",1
"Department of French and Italian",1
"Department of French and Italian",1
"Department of Environmental Management",1
"Department of English and Creative Writing",1
"Department of English Studies",1
"Department of English Studies",1
"Department of English",1
"Department of Economic History",1
"Department of Computer Science",1
"Department of Classics",1
"Department of Central and East European Studies",1
"Department of Business Administration",1
"Department of Biology",1
"Department of Art History, Curating and Visual Studies",1
"Department of Archaeology and Anthropology",1
"Department of Anthropology",1
"Department of Agricultural and Food Sciences",1
"Departamentul de matematica-informatica",1
"Departamentul de comunicare, jurnalism si stiinte ale educatiei",1
"Departamento de Sociología IV",1
"Departamento de Sociologia",1
"Departamento de Psicología de la Salud",1
"Departamento de Letras",1
"Departamento de Finanças e Contabilidade",1
"Departamento de Filosofia",1
"Departamento de Filología Inglesa",1
"Departamento de Estudos da Linguagem",1
"Departamento de Electrónica, Telecomunicações e Informática (DETI)",1
"Departamento de Educação",1
"Departamento de Economia, Gestão e Engenharia Industrial",1
"Departamento de Ciencia Jurídica",1
"Departamento de Arquitetura",1
"Departament de Territori i Sostenibilitat",1
"Departament de Matemàtiques",1
"Departament de Didàctica de l'Expressió Musical, Plàstica i Corporal",1
"Dental College and Research Center",1
"Defensoria Publica do Distrito Federal",1
"Dansk Sprognævn",1
"Dansk Historisk Fællesråd",1
"DIGSUM",1
"DFV Mediengruppe",1
"DAAAM International Vienna",1
"Câmara Municipal de Lisboa, Arquivo Municipal",1
"Czech Technical University in Prague",1
"Czech Technical University",1
"Czech Academy of Sciences",1
"Cyprus Mental Health Institute",1
"Cybergeo : European Journal of Geography",1
"Current Research in Jazz",1
"Cumberland and Westmorland Antiquarian and Archaeological Society (CWAAS)",1
"Culture and Agriculture Section",1
"Croatian Pharmaceutical Society",1
"Croatian Dental Society",1
"Croatian Chemical Society",1
"Croatian Association of Civil Engineers",1
"Critical Social Work",1
"Critical Care Nursing Forum",1
"Creighton University",1
"Crawford School of Public Policy",1
"Crawford School of Economics and Government",1
"Court of the University of St Andrews",1
"Council on Undergraduate Research",1
"Council of Centers in Jewish-Christian Relations",1
"Council for Exceptional Children",1
"Council for British Archaeology",1
"Costume Society of Great Britain",1
"Costume Society of America",1
"Corvinus University of Budapest",1
"Correspondencias & análisis",1
"Corrections Section",1
"Corporación Universitaria Reformada",1
"Contexto Kantianos",1
"Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria",1
"Consiglio per la Ricerca e la sperimentazione in Agricoltura",1
"Conservatório - Escola Profissional das Artes da Madeira ""Engº Luiz Peter Clode""",1
"Conselho Regional de Administracao do Parana (CRA-PR)",1
"Conselho Federal de Farmácia",1
"Conselho Brasileiro de Oftalmologia",1
"Conference on Latin American History",1
"Concept Tech Publishing",1
"Computational Intelligence Society",1
